elem_key,chr,start,end,n_pairs,n_sig,any_sig,any_sig_neg,any_sig_pos,sig_genes,all_genes,element_category,max_power15,min_sig_log2FC,min_dist_tss,min_sig_dist_tss,cell,set
chr12:125518028-125518527,chr12,125518028,125518527,2,0,False,False,False,,"ATP6V0A2,DDX55",No H3K27ac,0.21,,1805923,,WTC11,bg_all
chr12:6899823-6900322,chr12,6899823,6900322,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",H3K27ac,0.89,,10714,,WTC11,bg_all
chr12:6915513-6916012,chr12,6915513,6916012,9,0,False,False,False,,"C12orf57,EMG1,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",H3K27ac,0.99,,26404,,WTC11,bg_all
chr12:6924736-6925235,chr12,6924736,6925235,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",High H3K27ac,0.98,,11239,,WTC11,bg_all
chr12:6944492-6944991,chr12,6944492,6944991,9,0,False,False,False,,"EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",High H3K27ac,0.99,,26012,,WTC11,bg_all
chr12:7036721-7037220,chr12,7036721,7037220,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",No H3K27ac,1.0,,18493,,WTC11,bg_all
chr12:7090631-7091130,chr12,7090631,7091130,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",H3K27ac,0.98,,117695,,WTC11,bg_all
chr12:7141997-7142496,chr12,7141997,7142496,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",H3K27ac,1.0,,169061,,WTC11,bg_all
chr12:7162583-7163082,chr12,7162583,7163082,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",CTCF element,0.98,,189647,,WTC11,bg_all
chr12:7439856-7440355,chr12,7439856,7440355,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",High H3K27ac,1.0,,347689,,WTC11,bg_all
chr12:7588668-7589167,chr12,7588668,7589167,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",CTCF element,0.88,,198877,,WTC11,bg_all
chr12:7638605-7639104,chr12,7638605,7639104,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",High H3K27ac,1.0,,148940,,WTC11,bg_all
chr12:7645341-7645840,chr12,7645341,7645840,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",H3K27ac,0.96,,142204,,WTC11,bg_all
chr12:7712776-7713275,chr12,7712776,7713275,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",No H3K27ac,0.98,,74769,,WTC11,bg_all
chr12:7907053-7907552,chr12,7907053,7907552,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",High H3K27ac,0.93,,28885,,WTC11,bg_all
chr12:7933105-7933604,chr12,7933105,7933604,9,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SPSB2,TPI1",High H3K27ac,0.98,,145560,,WTC11,bg_all
chr12:8018882-8019381,chr12,8018882,8019381,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",H3K27ac,1.0,,82944,,WTC11,bg_all
chr12:8038680-8039179,chr12,8038680,8039179,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",H3K27ac,1.0,,102742,,WTC11,bg_all
chr12:8242208-8242707,chr12,8242208,8242707,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",H3K27ac,0.94,,306270,,WTC11,bg_all
chr12:8243358-8243857,chr12,8243358,8243857,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",H3K27ac,0.97,,307420,,WTC11,bg_all
chr12:8389742-8390241,chr12,8389742,8390241,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",H3K27me3 element,0.88,,291609,,WTC11,bg_all
chr12:8562262-8562761,chr12,8562262,8562761,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",H3K27ac,1.0,,119089,,WTC11,bg_all
chr12:8564670-8565169,chr12,8564670,8565169,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",No H3K27ac,0.99,,116681,,WTC11,bg_all
chr12:8584414-8584913,chr12,8584414,8584913,10,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,RIMKLB,SLC2A3,SPSB2,TPI1",No H3K27ac,0.87,,96937,,WTC11,bg_all
chr12:8692568-8693067,chr12,8692568,8693067,9,0,False,False,False,,"C12orf57,EMG1,ENO2,LPCAT3,NANOG,PHB2,SLC2A3,SPSB2,TPI1",High H3K27ac,0.97,,756630,,WTC11,bg_all
chr16:30334596-30335095,chr16,30334596,30335095,7,0,False,False,False,,"FUS,KAT8,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",H3K27ac,0.95,,111029,,WTC11,bg_all
chr16:30400076-30400959,chr16,30400076,30400959,14,0,False,False,False,,"FUS,KAT8,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",High H3K27ac,1.0,,45165,,WTC11,bg_all
chr16:30409391-30409890,chr16,30409391,30409890,7,0,False,False,False,,"FUS,KAT8,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",H3K27ac,0.98,,36234,,WTC11,bg_all
chr16:30417689-30418188,chr16,30417689,30418188,8,0,False,False,False,,"FUS,KAT8,PHKG2,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",No H3K27ac,0.98,,27936,,WTC11,bg_all
chr16:30693858-30694357,chr16,30693858,30694357,7,0,False,False,False,,"FUS,KAT8,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",CTCF element,0.95,,108338,,WTC11,bg_all
chr16:30874756-30875255,chr16,30874756,30875255,7,0,False,False,False,,"FUS,KAT8,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",H3K27me3 element,1.0,,220975,,WTC11,bg_all
chr16:30893300-30893799,chr16,30893300,30893799,8,0,False,False,False,,"FUS,KAT8,PHKG2,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",No H3K27ac,0.98,,145256,,WTC11,bg_all
chr16:30910446-30910945,chr16,30910446,30910945,8,0,False,False,False,,"FUS,KAT8,PHKG2,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",No H3K27ac,0.98,,162402,,WTC11,bg_all
chr16:30935076-30935575,chr16,30935076,30935575,7,0,False,False,False,,"FUS,KAT8,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",High H3K27ac,0.99,,160655,,WTC11,bg_all
chr16:31134532-31135031,chr16,31134532,31135031,6,0,False,False,False,,"FUS,KAT8,PYCARD,SEPHS2,VKORC1,ZNF785",High H3K27ac,0.75,,20292,,WTC11,bg_all
chr16:31143571-31144070,chr16,31143571,31144070,7,0,False,False,False,,"FUS,KAT8,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",H3K27me3 element,0.98,,8093,,WTC11,bg_all
chr16:31214540-31215039,chr16,31214540,31215039,7,0,False,False,False,,"FUS,KAT8,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",H3K27me3 element,0.99,,11339,,WTC11,bg_all
chr16:31215157-31215656,chr16,31215157,31215656,7,0,False,False,False,,"FUS,KAT8,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",H3K27me3 element,0.99,,11956,,WTC11,bg_all
chr16:31356782-31357281,chr16,31356782,31357281,7,0,False,False,False,,"FUS,KAT8,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",No H3K27ac,1.0,,153581,,WTC11,bg_all
chr16:31382504-31383003,chr16,31382504,31383003,7,0,False,False,False,,"FUS,KAT8,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",H3K27ac,0.99,,179303,,WTC11,bg_all
chr16:31451668-31452167,chr16,31451668,31452167,7,0,False,False,False,,"FUS,KAT8,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",H3K27ac,0.99,,248467,,WTC11,bg_all
chr16:31455593-31456092,chr16,31455593,31456092,7,0,False,False,False,,"FUS,KAT8,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",H3K27ac,1.0,,252392,,WTC11,bg_all
chr16:31475906-31476405,chr16,31475906,31476405,7,0,False,False,False,,"FUS,KAT8,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",H3K27me3 element,0.99,,272705,,WTC11,bg_all
chr16:31476597-31477142,chr16,31476597,31477142,7,0,False,False,False,,"FUS,KAT8,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",H3K27me3 element,1.0,,273419,,WTC11,bg_all
chr16:31477791-31478290,chr16,31477791,31478290,7,0,False,False,False,,"FUS,KAT8,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",H3K27ac,0.99,,274590,,WTC11,bg_all
chr16:31487571-31488534,chr16,31487571,31488534,16,0,False,False,False,,"FUS,KAT8,PHKG2,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",H3K27me3 element,1.0,,284370,,WTC11,bg_all
chr16:31859300-31859799,chr16,31859300,31859799,8,0,False,False,False,,"FUS,KAT8,PHKG2,PRSS8,PYCARD,SEPHS2,VKORC1,ZNF785",CTCF element,0.92,,656099,,WTC11,bg_all
chr17:6286174-6286673,chr17,6286174,6286673,23,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,RPAIN,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",No H3K27ac,1.0,,158018,,WTC11,bg_all
chr17:6461669-6462168,chr17,6461669,6462168,23,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,RPAIN,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",H3K27ac,1.0,,17477,,WTC11,bg_all
chr17:6555631-6556130,chr17,6555631,6556130,23,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,RPAIN,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",H3K27me3 element,1.0,,85105,,WTC11,bg_all
chr17:6913777-6914276,chr17,6913777,6914276,23,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,RPAIN,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",CTCF element,1.0,,98391,,WTC11,bg_all
chr17:7042434-7042933,chr17,7042434,7042933,23,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,RPAIN,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",H3K27me3 element,1.0,,30266,,WTC11,bg_all
chr17:7132744-7133243,chr17,7132744,7133243,23,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,RPAIN,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",High H3K27ac,1.0,,109456,,WTC11,bg_all
chr17:7174125-7174624,chr17,7174125,7174624,23,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,RPAIN,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",No H3K27ac,1.0,,68075,,WTC11,bg_all
chr17:7436373-7436872,chr17,7436373,7436872,22,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",High H3K27ac,0.98,,31748,,WTC11,bg_all
chr17:7707386-7707885,chr17,7707386,7707885,22,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",No H3K27ac,0.99,,20085,,WTC11,bg_all
chr17:7833631-7834130,chr17,7833631,7834130,22,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",H3K27me3 element,1.0,,21186,,WTC11,bg_all
chr17:7922750-7923249,chr17,7922750,7923249,22,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",H3K27ac,1.0,,9124,,WTC11,bg_all
chr17:8016005-8016504,chr17,8016005,8016504,22,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",H3K27me3 element,1.0,,84131,,WTC11,bg_all
chr17:8016618-8017117,chr17,8016618,8017117,22,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",CTCF element,0.98,,84744,,WTC11,bg_all
chr17:8063713-8064212,chr17,8063713,8064212,22,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",H3K27me3 element,1.0,,99584,,WTC11,bg_all
chr17:8079127-8079626,chr17,8079127,8079626,22,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",H3K27me3 element,0.98,,84170,,WTC11,bg_all
chr17:8125485-8125984,chr17,8125485,8125984,22,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",H3K27me3 element,1.0,,37812,,WTC11,bg_all
chr17:8133340-8133839,chr17,8133340,8133839,22,0,False,False,False,,"CLDN7,EIF4A1,EIF5A,ELP5,GABARAP,GPS2,MED31,MPDU1,NLGN2,PIMREG,PLSCR3,POLR2A,RNASEK,SAT2,SENP3,TMEM107,TMEM256,TMEM88,TP53,TRAPPC1,TXNDC17,VAMP2",H3K27ac,1.0,,29957,,WTC11,bg_all
chr19:10061892-10062391,chr19,10061892,10062391,11,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,YIPF2,ZNF121",No H3K27ac,1.0,,44221,,WTC11,bg_all
chr19:10112946-10113445,chr19,10112946,10113445,10,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,PPAN,UBL5,YIPF2,ZNF121",H3K27ac,1.0,,6723,,WTC11,bg_all
chr19:10250037-10250536,chr19,10250037,10250536,11,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,YIPF2,ZNF121",CTCF element,0.99,,1615,,WTC11,bg_all
chr19:10292174-10292673,chr19,10292174,10292673,12,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,YIPF2,ZNF121,ZNF414",H3K27me3 element,0.99,,23592,,WTC11,bg_all
chr19:10418237-10418736,chr19,10418237,10418736,9,0,False,False,False,,"EIF3G,FBXL12,FDX2,MRPL4,P2RY11,PPAN,UBL5,YIPF2,ZNF121",H3K27me3 element,0.97,,102471,,WTC11,bg_all
chr19:13153431-13153930,chr19,13153431,13153930,6,0,False,False,False,,"ASF1B,C19orf53,MRI1,NDUFB7,SAMD1,TECR",H3K27ac,1.0,,610842,,WTC11,bg_all
chr19:13366466-13366965,chr19,13366466,13366965,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",CTCF element,0.98,,216304,,WTC11,bg_all
chr19:13396553-13397052,chr19,13396553,13397052,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",No H3K27ac,0.98,,246391,,WTC11,bg_all
chr19:13557695-13558194,chr19,13557695,13558194,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",No H3K27ac,0.99,,206578,,WTC11,bg_all
chr19:13589175-13589674,chr19,13589175,13589674,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",CTCF element,0.99,,175098,,WTC11,bg_all
chr19:13597585-13598084,chr19,13597585,13598084,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",CTCF element,0.96,,166688,,WTC11,bg_all
chr19:13609888-13610757,chr19,13609888,13610757,14,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",H3K27ac,0.99,,154015,,WTC11,bg_all
chr19:13619666-13620165,chr19,13619666,13620165,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",H3K27me3 element,0.81,,144607,,WTC11,bg_all
chr19:13825682-13826502,chr19,13825682,13826502,14,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",High H3K27ac,1.0,,51475,,WTC11,bg_all
chr19:13839501-13840000,chr19,13839501,13840000,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",No H3K27ac,1.0,,65294,,WTC11,bg_all
chr19:13843430-13843929,chr19,13843430,13843929,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",No H3K27ac,0.99,,69223,,WTC11,bg_all
chr19:13861847-13862678,chr19,13861847,13862678,14,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",H3K27ac,0.99,,87640,,WTC11,bg_all
chr19:13881173-13881672,chr19,13881173,13881672,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",H3K27ac,1.0,,106965,,WTC11,bg_all
chr19:13963114-13963613,chr19,13963114,13963613,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",No H3K27ac,0.99,,127673,,WTC11,bg_all
chr19:14042953-14043452,chr19,14042953,14043452,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",High H3K27ac,0.99,,47834,,WTC11,bg_all
chr19:14048497-14048996,chr19,14048497,14048996,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",CTCF element,0.99,,42290,,WTC11,bg_all
chr19:14075000-14075499,chr19,14075000,14075499,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",CTCF element,1.0,,15787,,WTC11,bg_all
chr19:14081276-14081775,chr19,14081276,14081775,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",H3K27ac,0.99,,9511,,WTC11,bg_all
chr19:14247448-14247947,chr19,14247448,14247947,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",H3K27ac,0.99,,111084,,WTC11,bg_all
chr19:14337441-14337940,chr19,14337441,14337940,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",H3K27me3 element,0.98,,179395,,WTC11,bg_all
chr19:14363682-14364181,chr19,14363682,14364181,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",High H3K27ac,0.98,,153154,,WTC11,bg_all
chr19:14393218-14393717,chr19,14393218,14393717,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",H3K27ac,1.0,,123618,,WTC11,bg_all
chr19:14405278-14405777,chr19,14405278,14405777,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",H3K27ac,1.0,,111558,,WTC11,bg_all
chr19:14632213-14632712,chr19,14632213,14632712,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",No H3K27ac,0.99,,60396,,WTC11,bg_all
chr19:14731129-14731628,chr19,14731129,14731628,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",No H3K27ac,0.97,,159312,,WTC11,bg_all
chr19:14775763-14776262,chr19,14775763,14776262,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",H3K27me3 element,1.0,,203946,,WTC11,bg_all
chr19:15025173-15025672,chr19,15025173,15025672,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",No H3K27ac,1.0,,453356,,WTC11,bg_all
chr19:15120400-15120899,chr19,15120400,15120899,7,0,False,False,False,,"ASF1B,C19orf53,IER2,MRI1,NDUFB7,SAMD1,TECR",H3K27ac,1.0,,548582,,WTC11,bg_all
chr19:8441697-8442196,chr19,8441697,8442196,10,0,False,False,False,,"EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,ZNF121,ZNF414",High H3K27ac,0.99,,2821,,WTC11,bg_all
chr19:8445428-8445927,chr19,8445428,8445927,8,0,False,False,False,,"EIF3G,FBXL12,FDX2,MRPL4,P2RY11,PPAN,UBL5,ZNF121",H3K27ac,1.0,,1184648,,WTC11,bg_all
chr19:8447227-8447726,chr19,8447227,8447726,8,0,False,False,False,,"EIF3G,FBXL12,FDX2,MRPL4,P2RY11,PPAN,UBL5,ZNF121",High H3K27ac,0.97,,1182849,,WTC11,bg_all
chr19:8525434-8525933,chr19,8525434,8525933,10,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,ZNF121",High H3K27ac,0.99,,80916,,WTC11,bg_all
chr19:8552677-8553176,chr19,8552677,8553176,10,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,ZNF121",H3K27ac,0.99,,108159,,WTC11,bg_all
chr19:8585868-8586367,chr19,8585868,8586367,11,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,ZNF121,ZNF414",CTCF element,1.0,,71950,,WTC11,bg_all
chr19:8611738-8612237,chr19,8611738,8612237,10,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,ZNF121",H3K27ac,0.99,,167221,,WTC11,bg_all
chr19:8694208-8694707,chr19,8694208,8694707,10,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,ZNF121",CTCF element,1.0,,295154,,WTC11,bg_all
chr19:9065566-9066065,chr19,9065566,9066065,11,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,YIPF2,ZNF121",No H3K27ac,0.98,,518718,,WTC11,bg_all
chr19:9073778-9074277,chr19,9073778,9074277,11,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,YIPF2,ZNF121",High H3K27ac,0.99,,510506,,WTC11,bg_all
chr19:9075500-9075999,chr19,9075500,9075999,11,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,YIPF2,ZNF121",H3K27ac,0.98,,508784,,WTC11,bg_all
chr19:9079757-9080256,chr19,9079757,9080256,11,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,YIPF2,ZNF121",CTCF element,1.0,,504527,,WTC11,bg_all
chr19:9136453-9136952,chr19,9136453,9136952,11,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,YIPF2,ZNF121",No H3K27ac,0.99,,447831,,WTC11,bg_all
chr19:9586646-9587145,chr19,9586646,9587145,11,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,YIPF2,ZNF121",H3K27ac,0.88,,2362,,WTC11,bg_all
chr19:9625751-9626250,chr19,9625751,9626250,11,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,YIPF2,ZNF121",H3K27ac,0.83,,41467,,WTC11,bg_all
chr19:9720516-9721015,chr19,9720516,9721015,11,0,False,False,False,,"CDC37,EIF3G,FBXL12,FDX2,HNRNPM,MRPL4,P2RY11,PPAN,UBL5,YIPF2,ZNF121",H3K27ac,0.97,,107051,,WTC11,bg_all
