chrom	chromStart	chromEnd	name	hg19_target_coords	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize10	PowerAtEffectSize15	PowerAtEffectSize2	PowerAtEffectSize20	PowerAtEffectSize25	PowerAtEffectSize3	PowerAtEffectSize5	PowerAtEffectSize50	ValidConnection	CellType	Reference	Regulated	Dataset	hg19_target_chr	hg19_target_start	hg19_target_end	target_name	target_type	TSS_control_gene	de_assigned_gene
chr20	50179250	50179551	CEBPB|chr20:48795787-48796088:.	chr20:48795787-48796088	-0.03366281111409008	chr20	50190734	50190735	CEBPB	FALSE	0.928460663507109	0.14	0.54	0	0.83	0.91	0.01	0.03	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48795787	48796088	chr20:48795787-48796088	enh	NA	NA
chr20	50179250	50179551	DPM1|chr20:48795787-48796088:.	chr20:48795787-48796088	-0.02133156045307394	chr20	50958554	50958555	DPM1	FALSE	0.9169215442092156	0.4	0.63	0.03	0.94	1	0.06	0.07	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48795787	48796088	chr20:48795787-48796088	enh	NA	NA
chr20	50179250	50179551	RNF114|chr20:48795787-48796088:.	chr20:48795787-48796088	0.01387313404393952	chr20	49936336	49936337	RNF114	FALSE	0.9434840413823464	0.63	0.89	0.08	1	1	0.14	0.15	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48795787	48796088	chr20:48795787-48796088	enh	NA	NA
chr20	50179250	50179551	SALL4|chr20:48795787-48796088:.	chr20:48795787-48796088	0.01338103615333419	chr20	51802519	51802520	SALL4	FALSE	0.8895701370662001	0.72	0.97	0.06	1	1	0.12	0.27	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48795787	48796088	chr20:48795787-48796088	enh	NA	NA
chr20	50179250	50179551	UBE2V1|chr20:48795787-48796088:.	chr20:48795787-48796088	-0.01890829212360267	chr20	50115958	50115959	UBE2V1	FALSE	0.5156078431372549	0.79	0.95	0.17	1	1	0.27	0.29	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48795787	48796088	chr20:48795787-48796088	enh	NA	NA
chr20	50186262	50186563	ADNP|chr20:48802799-48803100:.	chr20:48802799-48803100	0.01059352159082616	chr20	50931239	50931240	ADNP	FALSE	0.9107729166666668	0.8	0.99	0.16	1	1	0.16	0.37	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48802799	48803100	chr20:48802799-48803100	enh	NA	NA
chr20	50186262	50186563	CEBPB|chr20:48802799-48803100:.	chr20:48802799-48803100	-0.0748860043397096	chr20	50190734	50190735	CEBPB	FALSE	0.6547598393574298	0.2	0.53	0.02	0.82	0.86	0.02	0.05	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48802799	48803100	chr20:48802799-48803100	enh	NA	NA
chr20	50186262	50186563	DPM1|chr20:48802799-48803100:.	chr20:48802799-48803100	7.143769505280062e-6	chr20	50958554	50958555	DPM1	FALSE	0.9872960635130664	0.47	0.78	0.06	0.98	0.99	0.08	0.13	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48802799	48803100	chr20:48802799-48803100	enh	NA	NA
chr20	50186262	50186563	RNF114|chr20:48802799-48803100:.	chr20:48802799-48803100	0.03813282089172443	chr20	49936336	49936337	RNF114	FALSE	0.5415652173913043	0.65	0.95	0.07	1	1	0.12	0.22	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48802799	48803100	chr20:48802799-48803100	enh	NA	NA
chr20	50186262	50186563	SALL4|chr20:48802799-48803100:.	chr20:48802799-48803100	0.01776215365941791	chr20	51802519	51802520	SALL4	FALSE	0.8149586776859504	0.82	0.98	0.2	1	1	0.22	0.39	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48802799	48803100	chr20:48802799-48803100	enh	NA	NA
chr20	50186262	50186563	UBE2V1|chr20:48802799-48803100:.	chr20:48802799-48803100	-0.00958931845018096	chr20	50115958	50115959	UBE2V1	FALSE	0.8149586776859504	0.89	0.99	0.18	1	1	0.24	0.4	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48802799	48803100	chr20:48802799-48803100	enh	NA	NA
chr20	50192829	50193130	ADNP|chr20:48809366-48809667:.	chr20:48809366-48809667	-4.514764561188711e-4	chr20	50931239	50931240	ADNP	FALSE	0.9980666150271108	0.72	0.95	0.09	1	1	0.14	0.22	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48809366	48809667	chr20:48809366-48809667	enh	NA	NA
chr20	50192829	50193130	CEBPB|chr20:48809366-48809667:.	chr20:48809366-48809667	-0.29560221483354276	chr20	50190734	50190735	CEBPB	TRUE	1.017775220760137e-6	0.1	0.4	0.02	0.77	0.93	0	0.05	1	NA	WTC11	WTC11_DC_TAP_Seq	TRUE	WTC11_DC_TAP_Seq	chr20	48809366	48809667	chr20:48809366-48809667	enh	NA	NA
chr20	50192829	50193130	DPM1|chr20:48809366-48809667:.	chr20:48809366-48809667	0.00395571590978183	chr20	50958554	50958555	DPM1	FALSE	0.9948722135007848	0.38	0.73	0.03	0.97	1	0.02	0.11	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48809366	48809667	chr20:48809366-48809667	enh	NA	NA
chr20	50192829	50193130	RNF114|chr20:48809366-48809667:.	chr20:48809366-48809667	0.01761798855220586	chr20	49936336	49936337	RNF114	FALSE	0.9031373801916932	0.54	0.85	0.07	0.98	1	0.11	0.16	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48809366	48809667	chr20:48809366-48809667	enh	NA	NA
chr20	50192829	50193130	SALL4|chr20:48809366-48809667:.	chr20:48809366-48809667	-0.02051025111542659	chr20	51802519	51802520	SALL4	FALSE	0.8028370126820104	0.66	0.93	0.11	0.99	1	0.07	0.27	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48809366	48809667	chr20:48809366-48809667	enh	NA	NA
chr20	50192829	50193130	UBE2V1|chr20:48809366-48809667:.	chr20:48809366-48809667	0.00737101894968295	chr20	50115958	50115959	UBE2V1	FALSE	0.8797918215613384	0.78	1	0.11	1	1	0.17	0.34	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48809366	48809667	chr20:48809366-48809667	enh	NA	NA
chr20	50198403	50198704	ADNP|chr20:48814940-48815241:.	chr20:48814940-48815241	0.00197757597205883	chr20	50931239	50931240	ADNP	FALSE	0.9872960635130664	0.74	0.98	0.11	1	1	0.12	0.33	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48814940	48815241	chr20:48814940-48815241	enh	NA	NA
chr20	50198403	50198704	CEBPB|chr20:48814940-48815241:.	chr20:48814940-48815241	-0.07814912011226027	chr20	50190734	50190735	CEBPB	FALSE	0.6238102189781022	0.2	0.51	0.04	0.79	0.95	0.01	0.05	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48814940	48815241	chr20:48814940-48815241	enh	NA	NA
chr20	50198403	50198704	DPM1|chr20:48814940-48815241:.	chr20:48814940-48815241	-0.00503190762499772	chr20	50958554	50958555	DPM1	FALSE	0.9872960635130664	0.37	0.8	0.05	0.95	0.99	0.07	0.16	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48814940	48815241	chr20:48814940-48815241	enh	NA	NA
chr20	50198403	50198704	RNF114|chr20:48814940-48815241:.	chr20:48814940-48815241	0.03276699702965802	chr20	49936336	49936337	RNF114	FALSE	0.6457104149026249	0.69	0.94	0.1	1	1	0.12	0.22	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48814940	48815241	chr20:48814940-48815241	enh	NA	NA
chr20	50198403	50198704	SALL4|chr20:48814940-48815241:.	chr20:48814940-48815241	-0.00401022109742188	chr20	51802519	51802520	SALL4	FALSE	0.9691884003741816	0.75	0.99	0.14	1	1	0.18	0.29	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48814940	48815241	chr20:48814940-48815241	enh	NA	NA
chr20	50198403	50198704	UBE2V1|chr20:48814940-48815241:.	chr20:48814940-48815241	0.00554030056327459	chr20	50115958	50115959	UBE2V1	FALSE	0.9031373801916932	0.82	0.99	0.19	1	1	0.19	0.38	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48814940	48815241	chr20:48814940-48815241	enh	NA	NA
chr20	50344438	50344739	ADNP|chr20:48960975-48961276:.	chr20:48960975-48961276	0.0054667503819894	chr20	50931239	50931240	ADNP	FALSE	0.9872960635130664	0.85	0.98	0.18	1	1	0.21	0.45	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48960975	48961276	chr20:48960975-48961276	enh	NA	NA
chr20	50344438	50344739	CEBPB|chr20:48960975-48961276:.	chr20:48960975-48961276	0.02296749616413396	chr20	50190734	50190735	CEBPB	FALSE	0.9346493506493506	0.19	0.53	0.03	0.76	0.95	0.01	0.02	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48960975	48961276	chr20:48960975-48961276	enh	NA	NA
chr20	50344438	50344739	DPM1|chr20:48960975-48961276:.	chr20:48960975-48961276	0.00686371533944996	chr20	50958554	50958555	DPM1	FALSE	0.9872960635130664	0.43	0.74	0.02	0.93	1	0.06	0.12	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48960975	48961276	chr20:48960975-48961276	enh	NA	NA
chr20	50344438	50344739	RNF114|chr20:48960975-48961276:.	chr20:48960975-48961276	-0.00178396356794774	chr20	49936336	49936337	RNF114	FALSE	0.9771034982780497	0.67	0.93	0.08	0.98	1	0.09	0.24	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48960975	48961276	chr20:48960975-48961276	enh	NA	NA
chr20	50344438	50344739	SALL4|chr20:48960975-48961276:.	chr20:48960975-48961276	-0.00251924585112284	chr20	51802519	51802520	SALL4	FALSE	0.9611569328565752	0.77	0.98	0.14	1	1	0.17	0.25	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48960975	48961276	chr20:48960975-48961276	enh	NA	NA
chr20	50344438	50344739	UBE2V1|chr20:48960975-48961276:.	chr20:48960975-48961276	0.00131104173331553	chr20	50115958	50115959	UBE2V1	FALSE	0.9842923540890544	0.87	1	0.23	1	1	0.2	0.36	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	48960975	48961276	chr20:48960975-48961276	enh	NA	NA
chr20	50445759	50446060	ADNP|chr20:49062296-49062597:.	chr20:49062296-49062597	0.02085513087815105	chr20	50931239	50931240	ADNP	FALSE	0.7659029126213591	0.68	0.96	0.12	1	1	0.17	0.31	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49062296	49062597	chr20:49062296-49062597	enh	NA	NA
chr20	50445759	50446060	CEBPB|chr20:49062296-49062597:.	chr20:49062296-49062597	0.01872337166908466	chr20	50190734	50190735	CEBPB	FALSE	0.9527137172774868	0.14	0.34	0.02	0.55	0.82	0.04	0.07	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49062296	49062597	chr20:49062296-49062597	enh	NA	NA
chr20	50445759	50446060	DPM1|chr20:49062296-49062597:.	chr20:49062296-49062597	-0.02081742993304081	chr20	50958554	50958555	DPM1	FALSE	0.911685381630013	0.31	0.67	0.03	0.93	1	0.05	0.13	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49062296	49062597	chr20:49062296-49062597	enh	NA	NA
chr20	50445759	50446060	RNF114|chr20:49062296-49062597:.	chr20:49062296-49062597	0.01372341452048875	chr20	49936336	49936337	RNF114	FALSE	0.9269812949640288	0.55	0.88	0.04	0.97	1	0.1	0.31	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49062296	49062597	chr20:49062296-49062597	enh	NA	NA
chr20	50445759	50446060	SALL4|chr20:49062296-49062597:.	chr20:49062296-49062597	0.02695860570594965	chr20	51802519	51802520	SALL4	FALSE	0.716845744680851	0.66	0.92	0.14	0.98	1	0.1	0.19	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49062296	49062597	chr20:49062296-49062597	enh	NA	NA
chr20	50445759	50446060	UBE2V1|chr20:49062296-49062597:.	chr20:49062296-49062597	0.0080652974032116	chr20	50115958	50115959	UBE2V1	FALSE	0.9031373801916932	0.84	0.97	0.14	0.99	1	0.18	0.32	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49062296	49062597	chr20:49062296-49062597	enh	NA	NA
chr20	50460790	50461091	ADNP|chr20:49077327-49077628:.	chr20:49077327-49077628	0.0502993332713193	chr20	50931239	50931240	ADNP	TRUE	0.14954610060082665	0.69	0.94	0.04	1	1	0.12	0.2	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49077327	49077628	chr20:49077327-49077628	enh	NA	NA
chr20	50460790	50461091	CEBPB|chr20:49077327-49077628:.	chr20:49077327-49077628	-0.01479613253773926	chr20	50190734	50190735	CEBPB	FALSE	0.9872960635130664	0.13	0.33	0	0.53	0.75	0.01	0.02	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49077327	49077628	chr20:49077327-49077628	enh	NA	NA
chr20	50460790	50461091	DPM1|chr20:49077327-49077628:.	chr20:49077327-49077628	0.02376773644593211	chr20	50958554	50958555	DPM1	FALSE	0.9519915807198484	0.28	0.61	0.01	0.8	0.95	0.02	0.06	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49077327	49077628	chr20:49077327-49077628	enh	NA	NA
chr20	50460790	50461091	RNF114|chr20:49077327-49077628:.	chr20:49077327-49077628	0.00804571373466322	chr20	49936336	49936337	RNF114	FALSE	0.9558232135481204	0.44	0.87	0.04	0.97	1	0.05	0.07	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49077327	49077628	chr20:49077327-49077628	enh	NA	NA
chr20	50460790	50461091	SALL4|chr20:49077327-49077628:.	chr20:49077327-49077628	0.0161540508994662	chr20	51802519	51802520	SALL4	FALSE	0.8708415584415584	0.6	0.93	0.06	0.99	1	0.08	0.16	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49077327	49077628	chr20:49077327-49077628	enh	NA	NA
chr20	50460790	50461091	UBE2V1|chr20:49077327-49077628:.	chr20:49077327-49077628	0.01538612981531484	chr20	50115958	50115959	UBE2V1	FALSE	0.7355524475524474	0.76	0.98	0.1	1	1	0.12	0.22	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49077327	49077628	chr20:49077327-49077628	enh	NA	NA
chr20	50478269	50478570	ADNP|chr20:49094806-49095107:.	chr20:49094806-49095107	0.023912641379074	chr20	50931239	50931240	ADNP	FALSE	0.6752749244712991	0.7	0.95	0.1	1	1	0.14	0.31	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49094806	49095107	chr20:49094806-49095107	enh	NA	NA
chr20	50478269	50478570	CEBPB|chr20:49094806-49095107:.	chr20:49094806-49095107	-0.05263442783170768	chr20	50190734	50190735	CEBPB	FALSE	0.8324057971014494	0.18	0.34	0.01	0.73	0.95	0.02	0.03	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49094806	49095107	chr20:49094806-49095107	enh	NA	NA
chr20	50478269	50478570	DPM1|chr20:49094806-49095107:.	chr20:49094806-49095107	0.02083326022521992	chr20	50958554	50958555	DPM1	FALSE	0.9287497056745936	0.27	0.64	0.02	0.88	1	0.06	0.05	1	NA; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49094806	49095107	chr20:49094806-49095107	enh	NA	NA
chr20	50478269	50478570	RNF114|chr20:49094806-49095107:.	chr20:49094806-49095107	0.01346555774321678	chr20	49936336	49936337	RNF114	FALSE	0.9385064377682404	0.53	0.92	0.07	0.99	1	0.08	0.18	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49094806	49095107	chr20:49094806-49095107	enh	NA	NA
chr20	50478269	50478570	SALL4|chr20:49094806-49095107:.	chr20:49094806-49095107	0.00215645506430384	chr20	51802519	51802520	SALL4	FALSE	0.998274074074074	0.75	0.96	0.05	1	1	0.17	0.3	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49094806	49095107	chr20:49094806-49095107	enh	NA	NA
chr20	50478269	50478570	UBE2V1|chr20:49094806-49095107:.	chr20:49094806-49095107	0.00537579578886759	chr20	50115958	50115959	UBE2V1	FALSE	0.9179036381514256	0.78	0.96	0.18	1	1	0.16	0.33	1	NA	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49094806	49095107	chr20:49094806-49095107	enh	NA	NA
chr20	50626098	50626399	ADNP|chr20:49242635-49242936:.	chr20:49242635-49242936	0.03381315414892238	chr20	50931239	50931240	ADNP	FALSE	0.42344605475040265	0.76	0.97	0.09	1	1	0.14	0.33	1	overlaps potential protein coding gene body: RIPOR3	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49242635	49242936	chr20:49242635-49242936	enh	NA	NA
chr20	50626098	50626399	CEBPB|chr20:49242635-49242936:.	chr20:49242635-49242936	0.00474170612124935	chr20	50190734	50190735	CEBPB	FALSE	0.9986334563345634	0.16	0.47	0.05	0.79	0.92	0	0.09	1	overlaps potential protein coding gene body: RIPOR3; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49242635	49242936	chr20:49242635-49242936	enh	NA	NA
chr20	50626098	50626399	DPM1|chr20:49242635-49242936:.	chr20:49242635-49242936	-0.00856257765365697	chr20	50958554	50958555	DPM1	FALSE	0.9872960635130664	0.3	0.67	0.01	0.94	0.98	0.05	0.13	1	overlaps potential protein coding gene body: RIPOR3; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49242635	49242936	chr20:49242635-49242936	enh	NA	NA
chr20	50626098	50626399	RNF114|chr20:49242635-49242936:.	chr20:49242635-49242936	-0.03698784364269925	chr20	49936336	49936337	RNF114	FALSE	0.6238102189781022	0.65	0.88	0.02	0.99	1	0.08	0.21	1	overlaps potential protein coding gene body: RIPOR3	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49242635	49242936	chr20:49242635-49242936	enh	NA	NA
chr20	50626098	50626399	SALL4|chr20:49242635-49242936:.	chr20:49242635-49242936	0.03365500119690901	chr20	51802519	51802520	SALL4	FALSE	0.5156078431372549	0.72	0.97	0.09	1	1	0.1	0.27	1	overlaps potential protein coding gene body: RIPOR3	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49242635	49242936	chr20:49242635-49242936	enh	NA	NA
chr20	50626098	50626399	UBE2V1|chr20:49242635-49242936:.	chr20:49242635-49242936	-0.01044613836219532	chr20	50115958	50115959	UBE2V1	FALSE	0.8056944937833038	0.79	0.99	0.11	1	1	0.25	0.39	1	overlaps potential protein coding gene body: RIPOR3	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49242635	49242936	chr20:49242635-49242936	enh	NA	NA
chr20	50690813	50691114	ADNP|chr20:49307350-49307651:.	chr20:49307350-49307651	0.00383465911330649	chr20	50931239	50931240	ADNP	FALSE	0.9891509526135808	0.69	0.97	0.12	1	1	0.19	0.28	1	overlaps potential protein coding gene body: RIPOR3	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49307350	49307651	chr20:49307350-49307651	enh	NA	NA
chr20	50690813	50691114	CEBPB|chr20:49307350-49307651:.	chr20:49307350-49307651	-0.05992792785226764	chr20	50190734	50190735	CEBPB	FALSE	0.8053531322505801	0.23	0.5	0.04	0.75	0.95	0.02	0.03	1	overlaps potential protein coding gene body: RIPOR3; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49307350	49307651	chr20:49307350-49307651	enh	NA	NA
chr20	50690813	50691114	DPM1|chr20:49307350-49307651:.	chr20:49307350-49307651	-0.01032299217868315	chr20	50958554	50958555	DPM1	FALSE	0.95690625	0.4	0.72	0.02	0.97	1	0.01	0.11	1	overlaps potential protein coding gene body: RIPOR3; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49307350	49307651	chr20:49307350-49307651	enh	NA	NA
chr20	50690813	50691114	RNF114|chr20:49307350-49307651:.	chr20:49307350-49307651	0.01261841824431808	chr20	49936336	49936337	RNF114	FALSE	0.9486210006441916	0.7	0.97	0.08	0.99	1	0.13	0.17	1	overlaps potential protein coding gene body: RIPOR3	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49307350	49307651	chr20:49307350-49307651	enh	NA	NA
chr20	50690813	50691114	SALL4|chr20:49307350-49307651:.	chr20:49307350-49307651	0.01459882005075674	chr20	51802519	51802520	SALL4	FALSE	0.8485622086769452	0.77	0.98	0.12	1	1	0.17	0.25	1	overlaps potential protein coding gene body: RIPOR3	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49307350	49307651	chr20:49307350-49307651	enh	NA	NA
chr20	50690813	50691114	UBE2V1|chr20:49307350-49307651:.	chr20:49307350-49307651	0.01373320510573172	chr20	50115958	50115959	UBE2V1	FALSE	0.6604960753532182	0.8	0.98	0.18	1	1	0.17	0.37	1	overlaps potential protein coding gene body: RIPOR3	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49307350	49307651	chr20:49307350-49307651	enh	NA	NA
chr20	50691617	50691918	ADNP|chr20:49308154-49308455:.	chr20:49308154-49308455	0.0257810689572	chr20	50931239	50931240	ADNP	FALSE	0.7355524475524474	0.65	0.96	0.09	1	1	0.14	0.27	1	overlaps potential promoter: RIPOR3	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49308154	49308455	chr20:49308154-49308455	enh	NA	NA
chr20	50691617	50691918	CEBPB|chr20:49308154-49308455:.	chr20:49308154-49308455	-0.00681700858077138	chr20	50190734	50190735	CEBPB	FALSE	1	0.18	0.35	0	0.59	0.95	0.01	0.01	1	overlaps potential promoter: RIPOR3; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49308154	49308455	chr20:49308154-49308455	enh	NA	NA
chr20	50691617	50691918	DPM1|chr20:49308154-49308455:.	chr20:49308154-49308455	0.05617451145888652	chr20	50958554	50958555	DPM1	FALSE	0.716845744680851	0.36	0.67	0.03	0.92	0.98	0.03	0.1	1	overlaps potential promoter: RIPOR3; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49308154	49308455	chr20:49308154-49308455	enh	NA	NA
chr20	50691617	50691918	RNF114|chr20:49308154-49308455:.	chr20:49308154-49308455	0.03329163933477486	chr20	49936336	49936337	RNF114	FALSE	0.7650290929834569	0.51	0.92	0.04	0.99	1	0.11	0.15	1	overlaps potential promoter: RIPOR3	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49308154	49308455	chr20:49308154-49308455	enh	NA	NA
chr20	50691617	50691918	SALL4|chr20:49308154-49308455:.	chr20:49308154-49308455	0.02523328920783241	chr20	51802519	51802520	SALL4	FALSE	0.6238102189781022	0.67	0.95	0.09	1	1	0.09	0.18	1	overlaps potential promoter: RIPOR3	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49308154	49308455	chr20:49308154-49308455	enh	NA	NA
chr20	50691617	50691918	UBE2V1|chr20:49308154-49308455:.	chr20:49308154-49308455	-0.01270602120045816	chr20	50115958	50115959	UBE2V1	FALSE	0.6954624731951393	0.83	0.96	0.08	1	1	0.21	0.41	1	overlaps potential promoter: RIPOR3	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49308154	49308455	chr20:49308154-49308455	enh	NA	NA
chr20	50818410	50818711	ADNP|chr20:49434947-49435248:.	chr20:49434947-49435248	0.00574520929966926	chr20	50931239	50931240	ADNP	FALSE	0.9612250543370876	0.75	0.95	0.23	1	1	0.17	0.38	1	overlaps potential protein coding gene body: BCAS4	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49434947	49435248	chr20:49434947-49435248	enh	NA	NA
chr20	50818410	50818711	CEBPB|chr20:49434947-49435248:.	chr20:49434947-49435248	-0.01355383498500617	chr20	50190734	50190735	CEBPB	FALSE	0.9704940652818992	0.13	0.47	0.02	0.79	0.92	0.01	0.04	1	overlaps potential protein coding gene body: BCAS4; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49434947	49435248	chr20:49434947-49435248	enh	NA	NA
chr20	50818410	50818711	DPM1|chr20:49434947-49435248:.	chr20:49434947-49435248	-0.07764093094445912	chr20	50958554	50958555	DPM1	FALSE	0.4052465753424657	0.34	0.73	0.04	0.88	1	0.02	0.12	1	overlaps potential protein coding gene body: BCAS4; < 80% power at 15% effect size	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49434947	49435248	chr20:49434947-49435248	enh	NA	NA
chr20	50818410	50818711	RNF114|chr20:49434947-49435248:.	chr20:49434947-49435248	-0.0106239339229649	chr20	49936336	49936337	RNF114	FALSE	0.9422978723404256	0.59	0.88	0.03	0.99	1	0.07	0.22	1	overlaps potential protein coding gene body: BCAS4	WTC11	WTC11_DC_TAP_Seq	FALSE	WTC11_DC_TAP_Seq	chr20	49434947	49435248	chr20:49434947-49435248	enh	NA	NA
