chrom	chromStart	chromEnd	name	hg19_target_coords	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize10	PowerAtEffectSize15	PowerAtEffectSize2	PowerAtEffectSize20	PowerAtEffectSize25	PowerAtEffectSize3	PowerAtEffectSize5	PowerAtEffectSize50	ValidConnection	CellType	Reference	Regulated	Dataset	hg19_target_chr	hg19_target_start	hg19_target_end	target_name	target_type	TSS_control_gene	de_assigned_gene	abc_tss_overlap	distance_to_abc_canonical_TSS	protein_coding_gene_body_overlap	gencode_promoter_overlap	measuredGene_in_TSS_control	measuredGene_in_abc_tss	measuredGene_in_gencode_promoter	abc_or_gencode_overlap
chr6	106856276	106856577	QRSL1|chr6:107304151-107304452:.	chr6:107304151-107304452	0.03687798394513741	chr6	106629578	106629579	QRSL1	FALSE	0.8093083768027002	0.34	0.66	0	0.91	1	0.08	0.05	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107304151	107304452	chr6:107304151-107304452	enh	NA	NA	NA	226861.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	106856276	106856577	SEC63|chr6:107304151-107304452:.	chr6:107304151-107304452	-0.01623136425120186	chr6	107958188	107958189	SEC63	FALSE	0.9293190327613106	0.36	0.67	0	0.92	1	0.04	0.11	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107304151	107304452	chr6:107304151-107304452	enh	NA	NA	NA	1101851.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	106856276	106856577	SNX3|chr6:107304151-107304452:.	chr6:107304151-107304452	0.04666963024584825	chr6	108261259	108261260	SNX3	FALSE	0.45354854981084486	0.44	0.75	0.02	0.99	1	0.03	0.1	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107304151	107304452	chr6:107304151-107304452	enh	NA	NA	NA	1404833.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	107079493	107079794	ATG5|chr6:107400697-107400998:.	chr6:107400697-107400998	-0.02989283758396088	chr6	106325790	106325791	ATG5	FALSE	0.961668449197861	0.02	0.06	0	0.21	0.35	0	0.02	1	overlaps potential protein coding gene body: BEND3; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107400697	107400998	chr6:107400697-107400998	enh	NA	NA	NA	753823.5	BEND3	NA	FALSE	FALSE	FALSE	FALSE
chr6	107079493	107079794	QRSL1|chr6:107400697-107400998:.	chr6:107400697-107400998	-0.01327841678179664	chr6	106629578	106629579	QRSL1	FALSE	0.9176367397600332	0.4	0.81	0.02	0.94	1	0.05	0.11	1	overlaps potential protein coding gene body: BEND3	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107400697	107400998	chr6:107400697-107400998	enh	NA	NA	NA	450078.5	BEND3	NA	FALSE	FALSE	FALSE	FALSE
chr6	107079493	107079794	SEC63|chr6:107400697-107400998:.	chr6:107400697-107400998	-0.00330802970039345	chr6	107958188	107958189	SEC63	FALSE	0.9760088523553588	0.36	0.76	0.04	0.97	1	0.07	0.06	1	overlaps potential protein coding gene body: BEND3; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107400697	107400998	chr6:107400697-107400998	enh	NA	NA	NA	878634.5	BEND3	NA	FALSE	FALSE	FALSE	FALSE
chr6	107079493	107079794	SNX3|chr6:107400697-107400998:.	chr6:107400697-107400998	0.00257101704330109	chr6	108261259	108261260	SNX3	FALSE	1	0.55	0.83	0.04	0.97	1	0.08	0.15	1	overlaps potential protein coding gene body: BEND3	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107400697	107400998	chr6:107400697-107400998	enh	NA	NA	NA	1181616.5	BEND3	NA	FALSE	FALSE	FALSE	FALSE
chr6	107115358	107115659	ATG5|chr6:107436562-107436863:.	chr6:107436562-107436863	-0.0216689659884558	chr6	106325790	106325791	ATG5	FALSE	0.9786202155913138	0.06	0.16	0.01	0.34	0.58	0.02	0.02	1	overlaps potential promoter: BEND3; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107436562	107436863	chr6:107436562-107436863	enh	NA	NA	NA	789688.5	NA	BEND3	FALSE	FALSE	FALSE	FALSE
chr6	107115358	107115659	QRSL1|chr6:107436562-107436863:.	chr6:107436562-107436863	0.00747330628709441	chr6	106629578	106629579	QRSL1	FALSE	0.9748151673806124	0.52	0.87	0.09	0.98	1	0.13	0.12	1	overlaps potential promoter: BEND3	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107436562	107436863	chr6:107436562-107436863	enh	NA	NA	NA	485943.5	NA	BEND3	FALSE	FALSE	FALSE	FALSE
chr6	107115358	107115659	SEC63|chr6:107436562-107436863:.	chr6:107436562-107436863	-0.03544807994565169	chr6	107958188	107958189	SEC63	FALSE	0.7712217130771941	0.48	0.88	0.06	0.96	1	0.07	0.12	1	overlaps potential promoter: BEND3	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107436562	107436863	chr6:107436562-107436863	enh	NA	NA	NA	842769.5	NA	BEND3	FALSE	FALSE	FALSE	FALSE
chr6	107115358	107115659	SNX3|chr6:107436562-107436863:.	chr6:107436562-107436863	0.03957198146860952	chr6	108261259	108261260	SNX3	FALSE	0.5347117370892018	0.63	0.89	0.05	0.99	1	0.1	0.1	1	overlaps potential promoter: BEND3	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107436562	107436863	chr6:107436562-107436863	enh	NA	NA	NA	1145751.5	NA	BEND3	FALSE	FALSE	FALSE	FALSE
chr6	107115796	107116097	ATG5|chr6:107437000-107437301:.	chr6:107437000-107437301	0.00670819577861081	chr6	106325790	106325791	ATG5	FALSE	0.998665596146126	0.04	0.12	0.01	0.33	0.5	0.01	0.03	1	overlaps potential promoter: BEND3; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107437000	107437301	chr6:107437000-107437301	enh	NA	NA	NA	790126.5	NA	BEND3	FALSE	FALSE	FALSE	FALSE
chr6	107115796	107116097	QRSL1|chr6:107437000-107437301:.	chr6:107437000-107437301	-0.0109072939738366	chr6	106629578	106629579	QRSL1	FALSE	0.9371574758385448	0.44	0.87	0.04	1	1	0.05	0.1	1	overlaps potential promoter: BEND3	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107437000	107437301	chr6:107437000-107437301	enh	NA	NA	NA	486381.5	NA	BEND3	FALSE	FALSE	FALSE	FALSE
chr6	107115796	107116097	SEC63|chr6:107437000-107437301:.	chr6:107437000-107437301	-0.02195640227872108	chr6	107958188	107958189	SEC63	FALSE	0.878564151850072	0.4	0.75	0.02	0.92	0.99	0.03	0.06	1	overlaps potential promoter: BEND3; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107437000	107437301	chr6:107437000-107437301	enh	NA	NA	NA	842331.5	NA	BEND3	FALSE	FALSE	FALSE	FALSE
chr6	107115796	107116097	SNX3|chr6:107437000-107437301:.	chr6:107437000-107437301	0.01012274382913269	chr6	108261259	108261260	SNX3	FALSE	0.935199391171994	0.48	0.92	0.06	0.99	1	0.07	0.11	1	overlaps potential promoter: BEND3	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107437000	107437301	chr6:107437000-107437301	enh	NA	NA	NA	1145313.5	NA	BEND3	FALSE	FALSE	FALSE	FALSE
chr6	107129723	107130024	ATG5|chr6:107450927-107451228:.	chr6:107450927-107451228	0.04813324518254758	chr6	106325790	106325791	ATG5	FALSE	0.9176367397600332	0.04	0.04	0	0.21	0.35	0.01	0	0.99	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107450927	107451228	chr6:107450927-107451228	enh	NA	NA	NA	804053.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	107129723	107130024	QRSL1|chr6:107450927-107451228:.	chr6:107450927-107451228	0.04850062800913424	chr6	106629578	106629579	QRSL1	FALSE	0.7359762912785776	0.4	0.75	0.03	0.93	1	0.05	0.06	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107450927	107451228	chr6:107450927-107451228	enh	NA	NA	NA	500308.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	107129723	107130024	SEC63|chr6:107450927-107451228:.	chr6:107450927-107451228	-0.01102804937055756	chr6	107958188	107958189	SEC63	FALSE	0.9616950955943474	0.31	0.6	0.01	0.88	0.99	0.06	0.12	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107450927	107451228	chr6:107450927-107451228	enh	NA	NA	NA	828404.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	107129723	107130024	SNX3|chr6:107450927-107451228:.	chr6:107450927-107451228	-0.01503978293162111	chr6	108261259	108261260	SNX3	FALSE	0.8753589186579772	0.4	0.81	0.03	0.96	1	0.03	0.08	1	NA	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107450927	107451228	chr6:107450927-107451228	enh	NA	NA	NA	1131386.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	107185643	107185944	ATG5|chr6:107506847-107507148:.	chr6:107506847-107507148	0.17744452827512647	chr6	106325790	106325791	ATG5	FALSE	0.4649594272076372	0.03	0.05	0.02	0.25	0.33	0.02	0.03	1	overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107506847	107507148	chr6:107506847-107507148	enh	NA	NA	NA	859973.5	PDSS2	NA	FALSE	FALSE	FALSE	FALSE
chr6	107185643	107185944	QRSL1|chr6:107506847-107507148:.	chr6:107506847-107507148	-3.291416754107601e-4	chr6	106629578	106629579	QRSL1	FALSE	0.9748151673806124	0.45	0.67	0.01	0.98	1	0.06	0.09	1	overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107506847	107507148	chr6:107506847-107507148	enh	NA	NA	NA	556228.5	PDSS2	NA	FALSE	FALSE	FALSE	FALSE
chr6	107185643	107185944	SEC63|chr6:107506847-107507148:.	chr6:107506847-107507148	-0.03317838499789527	chr6	107958188	107958189	SEC63	FALSE	0.7493	0.24	0.7	0.04	0.92	1	0.03	0.11	1	overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107506847	107507148	chr6:107506847-107507148	enh	NA	NA	NA	772484.5	PDSS2	NA	FALSE	FALSE	FALSE	FALSE
chr6	107185643	107185944	SNX3|chr6:107506847-107507148:.	chr6:107506847-107507148	0.01008397618636602	chr6	108261259	108261260	SNX3	FALSE	0.946596167494677	0.54	0.86	0	0.99	1	0.01	0.13	1	overlaps potential protein coding gene body: PDSS2	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107506847	107507148	chr6:107506847-107507148	enh	NA	NA	NA	1075466.5	PDSS2	NA	FALSE	FALSE	FALSE	FALSE
chr6	107211993	107212294	ATG5|chr6:107533197-107533498:.	chr6:107533197-107533498	-0.2840851461565249	chr6	106325790	106325791	ATG5	FALSE	0.22640708069208465	0	0.03	0.01	0.1	0.15	0.01	0.02	0.91	overlaps potential promoter: PDSS2; overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107533197	107533498	chr6:107533197-107533498	enh	NA	NA	NA	886323.5	PDSS2	PDSS2	FALSE	FALSE	FALSE	FALSE
chr6	107211993	107212294	QRSL1|chr6:107533197-107533498:.	chr6:107533197-107533498	-0.08816677810686391	chr6	106629578	106629579	QRSL1	FALSE	0.3915065312046444	0.25	0.55	0.04	0.86	0.97	0.08	0.04	1	overlaps potential promoter: PDSS2; overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107533197	107533498	chr6:107533197-107533498	enh	NA	NA	NA	582578.5	PDSS2	PDSS2	FALSE	FALSE	FALSE	FALSE
chr6	107211993	107212294	SEC63|chr6:107533197-107533498:.	chr6:107533197-107533498	-0.08333431141646297	chr6	107958188	107958189	SEC63	FALSE	0.4892056583242655	0.28	0.48	0.03	0.81	0.95	0.03	0.01	1	overlaps potential promoter: PDSS2; overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107533197	107533498	chr6:107533197-107533498	enh	NA	NA	NA	746134.5	PDSS2	PDSS2	FALSE	FALSE	FALSE	FALSE
chr6	107211993	107212294	SNX3|chr6:107533197-107533498:.	chr6:107533197-107533498	-0.02763813077337573	chr6	108261259	108261260	SNX3	FALSE	0.7746866922808243	0.24	0.64	0.03	0.92	0.97	0.05	0.11	1	overlaps potential promoter: PDSS2; overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107533197	107533498	chr6:107533197-107533498	enh	NA	NA	NA	1049116.5	PDSS2	PDSS2	FALSE	FALSE	FALSE	FALSE
chr6	107398472	107398944	ATG5|chr6:107719676-107720148:.	chr6:107719676-107720148	0.02233932604841149	chr6	106325790	106325791	ATG5	FALSE	0.9787155963302752	0.03	0.02	0	0.13	0.19	0.01	0.02	0.95	overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107719676	107720148	chr6:107719676-107720148	enh	NA	NA	NA	1072888	PDSS2	NA	FALSE	FALSE	FALSE	FALSE
chr6	107398472	107398944	CD164|chr6:107719676-107720148:.	chr6:107719676-107720148	-0.01405161549031697	chr6	109382456	109382457	CD164	FALSE	0.9951402629082532	0.14	0.45	0.01	0.79	0.97	0.01	0.03	1	overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107719676	107720148	chr6:107719676-107720148	enh	NA	NA	NA	1984104	PDSS2	NA	FALSE	FALSE	FALSE	FALSE
chr6	107398472	107398944	QRSL1|chr6:107719676-107720148:.	chr6:107719676-107720148	0.01705984173601504	chr6	106629578	106629579	QRSL1	FALSE	0.9054588441330998	0.21	0.53	0.02	0.84	1	0.02	0.08	1	overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107719676	107720148	chr6:107719676-107720148	enh	NA	NA	NA	769143	PDSS2	NA	FALSE	FALSE	FALSE	FALSE
chr6	107398472	107398944	SEC63|chr6:107719676-107720148:.	chr6:107719676-107720148	0.00153046056020977	chr6	107958188	107958189	SEC63	FALSE	0.9846786678667868	0.23	0.58	0.01	0.87	0.97	0.03	0.04	1	overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107719676	107720148	chr6:107719676-107720148	enh	NA	NA	NA	559570	PDSS2	NA	FALSE	FALSE	FALSE	FALSE
chr6	107398472	107398944	SNX3|chr6:107719676-107720148:.	chr6:107719676-107720148	0.02705676496139353	chr6	108261259	108261260	SNX3	FALSE	0.8093083768027002	0.34	0.74	0.01	0.96	1	0.08	0.07	1	overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107719676	107720148	chr6:107719676-107720148	enh	NA	NA	NA	862552	PDSS2	NA	FALSE	FALSE	FALSE	FALSE
chr6	107458271	107458572	ATG5|chr6:107779475-107779776:.	chr6:107779475-107779776	0.12173277440507756	chr6	106325790	106325791	ATG5	FALSE	0.8872829836829836	0	0.02	0	0.01	0.07	0	0.01	0.33	overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107779475	107779776	chr6:107779475-107779776	enh	NA	NA	NA	1132601.5	PDSS2	NA	FALSE	FALSE	FALSE	FALSE
chr6	107458271	107458572	CD164|chr6:107779475-107779776:.	chr6:107779475-107779776	0.05032064307242656	chr6	109382456	109382457	CD164	FALSE	0.9337430769230768	0.04	0.08	0.01	0.34	0.48	0.01	0.01	1	overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107779475	107779776	chr6:107779475-107779776	enh	NA	NA	NA	1924390.5	PDSS2	NA	FALSE	FALSE	FALSE	FALSE
chr6	107458271	107458572	QRSL1|chr6:107779475-107779776:.	chr6:107779475-107779776	0.01643538882680628	chr6	106629578	106629579	QRSL1	FALSE	0.998665596146126	0.05	0.19	0.01	0.36	0.53	0.01	0.02	1	overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107779475	107779776	chr6:107779475-107779776	enh	NA	NA	NA	828856.5	PDSS2	NA	FALSE	FALSE	FALSE	FALSE
chr6	107458271	107458572	SEC63|chr6:107779475-107779776:.	chr6:107779475-107779776	0.08644522716900482	chr6	107958188	107958189	SEC63	FALSE	0.7431074380165289	0.02	0.23	0	0.35	0.51	0	0.02	1	overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107779475	107779776	chr6:107779475-107779776	enh	NA	NA	NA	499856.5	PDSS2	NA	FALSE	FALSE	FALSE	FALSE
chr6	107458271	107458572	SNX3|chr6:107779475-107779776:.	chr6:107779475-107779776	0.01054424285477506	chr6	108261259	108261260	SNX3	FALSE	0.946201255605381	0.09	0.17	0.01	0.48	0.64	0.01	0.03	1	overlaps potential protein coding gene body: PDSS2; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107779475	107779776	chr6:107779475-107779776	enh	NA	NA	NA	802838.5	PDSS2	NA	FALSE	FALSE	FALSE	FALSE
chr6	107510133	107510434	ATG5|chr6:107831337-107831638:.	chr6:107831337-107831638	-0.03753996660293446	chr6	106325790	106325791	ATG5	FALSE	0.9691953201169972	0.01	0	0	0.07	0.15	0	0	0.85	overlaps potential protein coding gene body: SOBP; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107831337	107831638	chr6:107831337-107831638	enh	NA	NA	NA	1184463.5	SOBP	NA	FALSE	FALSE	FALSE	FALSE
chr6	107510133	107510434	CD164|chr6:107831337-107831638:.	chr6:107831337-107831638	0.01023108246670578	chr6	109382456	109382457	CD164	FALSE	0.968258443465492	0.18	0.32	0	0.59	0.79	0.01	0.01	1	overlaps potential protein coding gene body: SOBP; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107831337	107831638	chr6:107831337-107831638	enh	NA	NA	NA	1872528.5	SOBP	NA	FALSE	FALSE	FALSE	FALSE
chr6	107510133	107510434	QRSL1|chr6:107831337-107831638:.	chr6:107831337-107831638	-0.0013665362049624	chr6	106629578	106629579	QRSL1	FALSE	0.9951402629082532	0.19	0.36	0	0.68	0.9	0.01	0.04	1	overlaps potential protein coding gene body: SOBP; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107831337	107831638	chr6:107831337-107831638	enh	NA	NA	NA	880718.5	SOBP	NA	FALSE	FALSE	FALSE	FALSE
chr6	107510133	107510434	SEC63|chr6:107831337-107831638:.	chr6:107831337-107831638	0.02026661663240281	chr6	107958188	107958189	SEC63	FALSE	0.9270311307491464	0.16	0.38	0.02	0.69	0.89	0.01	0.03	1	overlaps potential protein coding gene body: SOBP; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107831337	107831638	chr6:107831337-107831638	enh	NA	NA	NA	447994.5	SOBP	NA	FALSE	FALSE	FALSE	FALSE
chr6	107510133	107510434	SNX3|chr6:107831337-107831638:.	chr6:107831337-107831638	0.01456334427280059	chr6	108261259	108261260	SNX3	FALSE	0.935199391171994	0.15	0.46	0.01	0.84	0.97	0	0.06	1	overlaps potential protein coding gene body: SOBP; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107831337	107831638	chr6:107831337-107831638	enh	NA	NA	NA	750976.5	SOBP	NA	FALSE	FALSE	FALSE	FALSE
chr6	107667813	107668114	ATG5|chr6:107989017-107989318:.	chr6:107989017-107989318	-0.08090612586414525	chr6	106325790	106325791	ATG5	FALSE	0.865590155700653	0	0.02	0.01	0.1	0.19	0	0	0.95	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107989017	107989318	chr6:107989017-107989318	enh	NA	NA	NA	1342143.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	107667813	107668114	CD164|chr6:107989017-107989318:.	chr6:107989017-107989318	-0.05610738221269318	chr6	109382456	109382457	CD164	FALSE	0.7605351787773933	0.1	0.33	0.02	0.65	0.92	0.01	0.01	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107989017	107989318	chr6:107989017-107989318	enh	NA	NA	NA	1714848.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	107667813	107668114	QRSL1|chr6:107989017-107989318:.	chr6:107989017-107989318	3.2015803248830466e-4	chr6	106629578	106629579	QRSL1	FALSE	0.9886074860174962	0.2	0.53	0.02	0.76	0.98	0.02	0	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107989017	107989318	chr6:107989017-107989318	enh	NA	NA	NA	1038398.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	107667813	107668114	SEC63|chr6:107989017-107989318:.	chr6:107989017-107989318	0.05226092646523783	chr6	107958188	107958189	SEC63	FALSE	0.7386583124477861	0.24	0.46	0.01	0.79	0.95	0.01	0.03	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107989017	107989318	chr6:107989017-107989318	enh	NA	NA	NA	290314.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	107667813	107668114	SNX3|chr6:107989017-107989318:.	chr6:107989017-107989318	-0.00530173760931729	chr6	108261259	108261260	SNX3	FALSE	0.9593463611859838	0.33	0.67	0.04	0.87	1	0.02	0.1	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107989017	107989318	chr6:107989017-107989318	enh	NA	NA	NA	593296.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	107675371	107675672	ATG5|chr6:107996575-107996876:.	chr6:107996575-107996876	0.00545020434576093	chr6	106325790	106325791	ATG5	FALSE	0.9885224274406332	0.07	0.12	0.01	0.21	0.41	0.03	0.02	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107996575	107996876	chr6:107996575-107996876	enh	NA	NA	NA	1349701.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	107675371	107675672	CD164|chr6:107996575-107996876:.	chr6:107996575-107996876	0.02362507322335538	chr6	109382456	109382457	CD164	FALSE	0.8637684264218312	0.27	0.5	0.02	0.86	0.98	0.02	0.08	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107996575	107996876	chr6:107996575-107996876	enh	NA	NA	NA	1707290.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	107675371	107675672	QRSL1|chr6:107996575-107996876:.	chr6:107996575-107996876	-0.01987471244691596	chr6	106629578	106629579	QRSL1	FALSE	0.878564151850072	0.39	0.73	0.03	0.93	1	0.08	0.06	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107996575	107996876	chr6:107996575-107996876	enh	NA	NA	NA	1045956.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	107675371	107675672	SEC63|chr6:107996575-107996876:.	chr6:107996575-107996876	0.00910302324096346	chr6	107958188	107958189	SEC63	FALSE	0.9440874559940708	0.45	0.65	0.02	0.92	1	0.06	0.1	1	NA; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107996575	107996876	chr6:107996575-107996876	enh	NA	NA	NA	282756.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	107675371	107675672	SNX3|chr6:107996575-107996876:.	chr6:107996575-107996876	0.01838387775693561	chr6	108261259	108261260	SNX3	FALSE	0.8531829204006326	0.53	0.84	0.01	0.99	1	0.09	0.11	1	NA	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	107996575	107996876	chr6:107996575-107996876	enh	NA	NA	NA	585738.5	NA	NA	FALSE	FALSE	FALSE	FALSE
chr6	107716734	107717035	ATG5|chr6:108037938-108038239:.	chr6:108037938-108038239	-0.12707108470056805	chr6	106325790	106325791	ATG5	FALSE	0.6553141542002301	0.07	0.07	0.01	0.23	0.41	0.02	0.03	1	overlaps potential protein coding gene body: SCML4; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	108037938	108038239	chr6:108037938-108038239	enh	NA	NA	NA	1391064.5	SCML4	NA	FALSE	FALSE	FALSE	FALSE
chr6	107716734	107717035	CD164|chr6:108037938-108038239:.	chr6:108037938-108038239	0.00139739652631742	chr6	109382456	109382457	CD164	FALSE	0.9886074860174962	0.29	0.63	0.02	0.93	1	0.02	0.03	1	overlaps potential protein coding gene body: SCML4; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	108037938	108038239	chr6:108037938-108038239	enh	NA	NA	NA	1665927.5	SCML4	NA	FALSE	FALSE	FALSE	FALSE
chr6	107716734	107717035	QRSL1|chr6:108037938-108038239:.	chr6:108037938-108038239	0.04168373671098657	chr6	106629578	106629579	QRSL1	FALSE	0.7664896577660776	0.45	0.75	0.01	0.97	0.99	0.07	0.14	1	overlaps potential protein coding gene body: SCML4; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	108037938	108038239	chr6:108037938-108038239	enh	NA	NA	NA	1087319.5	SCML4	NA	FALSE	FALSE	FALSE	FALSE
chr6	107716734	107717035	SEC63|chr6:108037938-108038239:.	chr6:108037938-108038239	0.0454642873989044	chr6	107958188	107958189	SEC63	FALSE	0.6129243353783231	0.41	0.71	0.02	0.93	1	0.07	0.09	1	overlaps potential protein coding gene body: SCML4; < 80% power at 15% effect size	K562	K562_DC_TAP_Seq	FALSE	K562_DC_TAP_Seq	chr6	108037938	108038239	chr6:108037938-108038239	enh	NA	NA	NA	241393.5	SCML4	NA	FALSE	FALSE	FALSE	FALSE
