intended_target_name_hg38	targeting_chr_hg38	targeting_start_hg38	targeting_end_hg38	intended_target_name_hg19	targeting_chr_hg19	targeting_start_hg19	targeting_end_hg19	element_gene_pair_identifier_hg38	element_gene_pair_identifier_hg19	gene_symbol	gene_id	cell_type	fold_change_effect_size	log_2_FC_effect_size	pct_change_effect_size	standard_error_fold_change	standard_error_log_2_FC	standard_error_pct_change	lower_CI_95_fold_change	upper_CI_95_fold_change	lower_CI_95_log_2_FC	upper_CI_95_log_2_FC	lower_CI_95_pct_change	upper_CI_95_pct_change	sceptre_p_value	sceptre_adj_p_value	significant	distance_to_gencode_gene_TSS	distance_to_abc_canonical_TSS	chrTSS_hg38	startTSS_hg38	endTSS_hg38	element_location	gencode_promoter_overlap	abc_tss_overlap	gencode_protein_coding_gene_body_overlap	DistalElement_Gene	DistalPromoter_Gene	selfPromoter	Positive_Control_DistalElement_Gene	Positive_Control_selfPromoter	Random_DistalElement_Gene	power_at_effect_size_2	power_at_effect_size_3	power_at_effect_size_5	power_at_effect_size_10	power_at_effect_size_15	power_at_effect_size_20	power_at_effect_size_25	power_at_effect_size_50	intended_positive_control_distal_element_target_gene	intended_positive_control_target_gene	design_file_target_name	design_file_type	guide_ids	include_in_fdr	sceptre_adj_p_value_wo_pos_controls	significant_wo_pos_controls_20fdr	power_at_effect_size_2_wo_pos_controls_20fdr	power_at_effect_size_3_wo_pos_controls_20fdr	power_at_effect_size_5_wo_pos_controls_20fdr	power_at_effect_size_10_wo_pos_controls_20fdr	power_at_effect_size_15_wo_pos_controls_20fdr	power_at_effect_size_20_wo_pos_controls_20fdr	power_at_effect_size_25_wo_pos_controls_20fdr	power_at_effect_size_50_wo_pos_controls_20fdr	mean_sim_pert_cells	resized_merged_targeting_chr_hg38	resized_merged_targeting_start_hg38	resized_merged_targeting_end_hg38	resized_merged_element_gene_pair_identifier_hg38	ubiq_category	direct_rate_negative	indirect_rate_negative	direct_vs_indirect_negative	direct_rate_positive	indirect_rate_positive	direct_vs_indirect_positive	element_category
chr12:6915052-6915353	chr12	6915052	6915353	chr12:7024216-7024517	chr12	7024216	7024517	ENO2|chr12:6915052-6915353	ENO2|chr12:7024216-7024517	ENO2	ENSG00000111674	WTC11	0.447701522	-1.159390872	-55.2298478	0.016868732	0.054358617	1.686873179	0.414638808	0.480764236	-1.265933762	-1.052847982	-58.53611923	-51.92357637	1.00E-250	3.87E-248	TRUE	1457	753.5	chr12	6913745	6913746	promoter	ENO2	NA	ENO2	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.12	0.07	0.24	0.69	0.97	0.99	1	1	NA	NA	chr12:7024216-7024517	enh	"WTC11_Random_Screen_Crop_5341,WTC11_Random_Screen_Crop_5342,WTC11_Random_Screen_Crop_5343,WTC11_Random_Screen_Crop_5344,WTC11_Random_Screen_Crop_5345,WTC11_Random_Screen_Crop_5346,WTC11_Random_Screen_Crop_5347,WTC11_Random_Screen_Crop_5348,WTC11_Random_Screen_Crop_5349,WTC11_Random_Screen_Crop_5350,WTC11_Random_Screen_Crop_5351,WTC11_Random_Screen_Crop_5352,WTC11_Random_Screen_Crop_5353,WTC11_Random_Screen_Crop_5354,WTC11_Random_Screen_Crop_5355"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr12	6914953	6915452	ENO2|chr12:6914953-6915452	Other gene	1	0.005946309	0.994088841	0.012106414	0.007651007	0.61275275	NA
chr17:7012166-7012666	chr17	7012166	7012666	chr17:6915485-6915985	chr17	6915485	6915985	RNASEK|chr17:7012166-7012666	RNASEK|chr17:6915485-6915985	RNASEK	ENSG00000219200	WTC11	0.598511618	-0.740548842	-40.14883816	0.014909329	0.035938509	1.49093293	0.569289333	0.627733904	-0.81098832	-0.670109363	-43.0710667	-37.22660961	1.00E-250	3.87E-248	TRUE	1	0	chr17	7012417	7012418	promoter	RNASEK	"RNASEK,RNASEK-C17orf49"	"RNASEK-C17orf49,RNASEK"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.15	0.25	0.33	0.83	0.98	1	1	1	NA	RNASEK	RNASEK_TSS	tss_random	"WTC11_Random_Screen_Crop_6679,WTC11_Random_Screen_Crop_6680,WTC11_Random_Screen_Crop_6681,WTC11_Random_Screen_Crop_6682,WTC11_Random_Screen_Crop_6683,WTC11_Random_Screen_Crop_6684,WTC11_Random_Screen_Crop_6685,WTC11_Random_Screen_Crop_6686,WTC11_Random_Screen_Crop_6687,WTC11_Random_Screen_Crop_6688,WTC11_Random_Screen_Crop_6689,WTC11_Random_Screen_Crop_6690,WTC11_Random_Screen_Crop_6691,WTC11_Random_Screen_Crop_6692,WTC11_Random_Screen_Crop_6693"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr17	7012167	7012666	RNASEK|chr17:7012167-7012666	Other gene	1	0.005946309	0.994088841	0.387252329	0.007651007	0.980625621	NA
chr17:7242918-7243219	chr17	7242918	7243219	chr17:7146237-7146538	chr17	7146237	7146538	GABARAP|chr17:7242918-7243219	GABARAP|chr17:7146237-7146538	GABARAP	ENSG00000170296	WTC11	0.678705992	-0.559141345	-32.12940082	0.014897492	0.031666935	1.489749231	0.649506907	0.707905077	-0.621208537	-0.497074153	-35.04930931	-29.20949232	1.00E-250	3.87E-248	TRUE	619	634.5	chr17	7242769	7242770	promoter	GABARAP	GABARAP	AC120057.2	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.14	0.13	0.31	0.83	0.96	1	1	1	NA	NA	chr17:7146237-7146538	enh	"WTC11_Random_Screen_Crop_6784,WTC11_Random_Screen_Crop_6785,WTC11_Random_Screen_Crop_6786,WTC11_Random_Screen_Crop_6787,WTC11_Random_Screen_Crop_6788,WTC11_Random_Screen_Crop_6789,WTC11_Random_Screen_Crop_6790,WTC11_Random_Screen_Crop_6791,WTC11_Random_Screen_Crop_6792,WTC11_Random_Screen_Crop_6793,WTC11_Random_Screen_Crop_6794,WTC11_Random_Screen_Crop_6795,WTC11_Random_Screen_Crop_6796,WTC11_Random_Screen_Crop_6797,WTC11_Random_Screen_Crop_6798"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr17	7242819	7243318	GABARAP|chr17:7242819-7243318	Other gene	1	0.005946309	0.994088841	0.018191989	0.007651007	0.703942728	NA
chr17:7403881-7404381	chr17	7403881	7404381	chr17:7307200-7307700	chr17	7307200	7307700	TMEM256|chr17:7403881-7404381	TMEM256|chr17:7307200-7307700	TMEM256	ENSG00000205544	WTC11	0.645950045	-0.630505497	-35.40499549	0.014402399	0.032166991	1.440239884	0.617721343	0.674178747	-0.6935528	-0.567458194	-38.22786566	-32.58212531	1.00E-250	3.87E-248	TRUE	34	0	chr17	7404136	7404137	promoter	"TMEM256,NLGN2"	"TMEM256-PLSCR3,TMEM256"	"TMEM256,TMEM256-PLSCR3"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.12	0.21	0.41	0.89	0.97	1	1	1	NA	TMEM256	TMEM256_TSS	tss_random	"WTC11_Random_Screen_Crop_6829,WTC11_Random_Screen_Crop_6830,WTC11_Random_Screen_Crop_6831,WTC11_Random_Screen_Crop_6832,WTC11_Random_Screen_Crop_6833,WTC11_Random_Screen_Crop_6834,WTC11_Random_Screen_Crop_6835,WTC11_Random_Screen_Crop_6836,WTC11_Random_Screen_Crop_6837,WTC11_Random_Screen_Crop_6838,WTC11_Random_Screen_Crop_6839,WTC11_Random_Screen_Crop_6840,WTC11_Random_Screen_Crop_6841,WTC11_Random_Screen_Crop_6842,WTC11_Random_Screen_Crop_6843"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr17	7403882	7404381	TMEM256|chr17:7403882-7404381	Other gene	1	0.005946309	0.994088841	0.072345417	0.007651007	0.904358141	NA
chr19:14571827-14572327	chr19	14571827	14572327	chr19:14682639-14683139	chr19	14682639	14683139	NDUFB7|chr19:14571827-14572327	NDUFB7|chr19:14682639-14683139	NDUFB7	ENSG00000099795	WTC11	0.742922238	-0.428716883	-25.70777615	0.011785364	0.022886226	1.17853638	0.719822925	0.766021552	-0.473573885	-0.383859881	-28.01770746	-23.39784485	1.00E-250	3.87E-248	TRUE	11	0	chr19	14572061	14572062	promoter	NDUFB7	NDUFB7	NDUFB7	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.13	0.23	0.45	0.9	0.98	1	1	1	NA	NDUFB7	NDUFB7_TSS	tss_random	"WTC11_Random_Screen_Crop_8140,WTC11_Random_Screen_Crop_8141,WTC11_Random_Screen_Crop_8142,WTC11_Random_Screen_Crop_8143,WTC11_Random_Screen_Crop_8144,WTC11_Random_Screen_Crop_8145,WTC11_Random_Screen_Crop_8146,WTC11_Random_Screen_Crop_8147,WTC11_Random_Screen_Crop_8148,WTC11_Random_Screen_Crop_8149,WTC11_Random_Screen_Crop_8150,WTC11_Random_Screen_Crop_8151,WTC11_Random_Screen_Crop_8152,WTC11_Random_Screen_Crop_8153,WTC11_Random_Screen_Crop_8154"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr19	14571828	14572327	NDUFB7|chr19:14571828-14572327	Ubiq. expr. gene	1	0.005946309	0.994088841	0.123755288	0.007651007	0.94177595	NA
chr2:70301442-70301743	chr2	70301442	70301743	chr2:70528574-70528875	chr2	70528574	70528875	FAM136A|chr2:70301442-70301743	FAM136A|chr2:70528574-70528875	FAM136A	ENSG00000035141	WTC11	0.466406844	-1.100339135	-53.35931556	0.015272016	0.047239575	1.527201565	0.436473694	0.496339995	-1.192928703	-1.007749568	-56.35263063	-50.3660005	1.00E-250	3.87E-248	TRUE	498	495.5	chr2	70302089	70302090	promoter	NA	FAM136A	FAM136A	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.1	0.2	0.33	0.75	0.97	1	1	1	NA	NA	chr2:70528574-70528875	enh	"WTC11_Random_Screen_Crop_9951,WTC11_Random_Screen_Crop_9952,WTC11_Random_Screen_Crop_9953,WTC11_Random_Screen_Crop_9954,WTC11_Random_Screen_Crop_9955,WTC11_Random_Screen_Crop_9956,WTC11_Random_Screen_Crop_9957,WTC11_Random_Screen_Crop_9958,WTC11_Random_Screen_Crop_9959,WTC11_Random_Screen_Crop_9960,WTC11_Random_Screen_Crop_9961,WTC11_Random_Screen_Crop_9962,WTC11_Random_Screen_Crop_9963,WTC11_Random_Screen_Crop_9964,WTC11_Random_Screen_Crop_9965"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr2	70301343	70302338	FAM136A|chr2:70301343-70302338	Ubiq. expr. gene	1	0.005946309	0.994088841	0.020175255	0.007651007	0.725043671	NA
chr6:34236549-34237122	chr6	34236549	34237122	chr6:34204326-34204899	chr6	34204326	34204899	HMGA1|chr6:34236549-34237122	HMGA1|chr6:34204326-34204899	HMGA1	ENSG00000137309	WTC11	0.818778341	-0.288455155	-18.12216589	0.009392686	0.016549999	0.939268557	0.800368677	0.837188005	-0.320893154	-0.256017157	-19.96313227	-16.28119952	1.00E-250	3.87E-248	TRUE	38	36.5	chr6	34236873	34236874	promoter	HMGA1	HMGA1	HMGA1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.1	0.21	0.34	0.8	0.97	1	1	1	NA	HMGA1	HMGA1_TSS_2_AND_HMGA1_TSS_1	tss_random	"WTC11_Random_Screen_Crop_14280,WTC11_Random_Screen_Crop_14281,WTC11_Random_Screen_Crop_14282,WTC11_Random_Screen_Crop_14283,WTC11_Random_Screen_Crop_14284,WTC11_Random_Screen_Crop_14285,WTC11_Random_Screen_Crop_14286,WTC11_Random_Screen_Crop_14287,WTC11_Random_Screen_Crop_14288,WTC11_Random_Screen_Crop_14289,WTC11_Random_Screen_Crop_14290,WTC11_Random_Screen_Crop_14291,WTC11_Random_Screen_Crop_14292,WTC11_Random_Screen_Crop_14293,WTC11_Random_Screen_Crop_14294"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr6	34236095	34237122	HMGA1|chr6:34236095-34237122	Other gene	1	0.005946309	0.994088841	0.068616829	0.007651007	0.899682394	NA
chr17:28318844-28319344	chr17	28318844	28319344	chr17:26645870-26646370	chr17	26645870	26646370	TMEM97|chr17:28318844-28319344	TMEM97|chr17:26645870-26646370	TMEM97	ENSG00000109084	K562	0.615417211	-0.700363304	-38.45827893	0.021940801	0.051434839	2.194080127	0.57241324	0.658421181	-0.801175589	-0.59955102	-42.75867597	-34.15788188	1.00E-250	3.75E-247	TRUE	106	0	chr17	28319095	28319096	promoter	TMEM97	TMEM97	TMEM97	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.02	0.04	0.12	0.46	0.88	0.99	1	1	NA	TMEM97	TMEM97_TSS	tss_random	"K562_Random_Screen_Crop_8973,K562_Random_Screen_Crop_8974,K562_Random_Screen_Crop_8975,K562_Random_Screen_Crop_8976,K562_Random_Screen_Crop_8977,K562_Random_Screen_Crop_8978,K562_Random_Screen_Crop_8979,K562_Random_Screen_Crop_8980,K562_Random_Screen_Crop_8981,K562_Random_Screen_Crop_8982,K562_Random_Screen_Crop_8983,K562_Random_Screen_Crop_8984,K562_Random_Screen_Crop_8985,K562_Random_Screen_Crop_8986,K562_Random_Screen_Crop_8987"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr17	28318845	28319344	TMEM97|chr17:28318845-28319344	Other gene	1	0.002987066	0.99702183	0.042119062	0.006201574	0.871657858	NA
chr8:143018234-143018734	chr8	143018234	143018734	chr8:144099651-144100151	chr8	144099651	144100151	LY6E|chr8:143018234-143018734	LY6E|chr8:144099651-144100151	LY6E	ENSG00000160932	K562	0.604352444	-0.726537954	-39.56475557	0.022081552	0.052712529	2.208155203	0.561072602	0.647632286	-0.82985451	-0.623221397	-43.89273977	-35.23677137	1.00E-250	3.75E-247	TRUE	502	0	chr8	143017982	143017983	promoter	LY6E	LY6E	LY6E	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.03	0.03	0.04	0.24	0.75	0.94	1	1	NA	LY6E	LY6E_TSS	tss_random	"K562_Random_Screen_Crop_5030,K562_Random_Screen_Crop_5031,K562_Random_Screen_Crop_5032,K562_Random_Screen_Crop_5033,K562_Random_Screen_Crop_5034,K562_Random_Screen_Crop_5035,K562_Random_Screen_Crop_5036,K562_Random_Screen_Crop_5037,K562_Random_Screen_Crop_5038,K562_Random_Screen_Crop_5039,K562_Random_Screen_Crop_5040,K562_Random_Screen_Crop_5041,K562_Random_Screen_Crop_5042,K562_Random_Screen_Crop_5043,K562_Random_Screen_Crop_5044"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr8	143018235	143018734	LY6E|chr8:143018235-143018734	Other gene	1	0.002987066	0.99702183	0.020098615	0.006201574	0.764200406	NA
chr12:6970503-6971003	chr12	6970503	6971003	chr12:7079666-7080166	chr12	7079666	7080166	PHB2|chr12:6970503-6971003	PHB2|chr12:7079666-7080166	PHB2	ENSG00000215021	WTC11	0.798962958	-0.323799477	-20.10370418	0.010745144	0.019402608	1.074514362	0.777902477	0.82002344	-0.361828589	-0.285770364	-22.20975233	-17.99765603	3.61E-209	1.32E-206	TRUE	0	0	chr12	6970824	6970825	promoter	"PHB2,EMG1"	"PHB2,EMG1"	"EMG1,PHB2"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.15	0.25	0.39	0.83	1	1	1	1	NA	PHB2	PHB2_TSS	tss_random	"WTC11_Random_Screen_Crop_5481,WTC11_Random_Screen_Crop_5482,WTC11_Random_Screen_Crop_5483,WTC11_Random_Screen_Crop_5484,WTC11_Random_Screen_Crop_5485,WTC11_Random_Screen_Crop_5486,WTC11_Random_Screen_Crop_5487,WTC11_Random_Screen_Crop_5488,WTC11_Random_Screen_Crop_5489,WTC11_Random_Screen_Crop_5490,WTC11_Random_Screen_Crop_5491,WTC11_Random_Screen_Crop_5492,WTC11_Random_Screen_Crop_5493,WTC11_Random_Screen_Crop_5494,WTC11_Random_Screen_Crop_5495"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr12	6970504	6971003	PHB2|chr12:6970504-6971003	Ubiq. expr. gene	1	0.005946309	0.994088841	1	0.007651007	0.992407087	NA
chr2:70301838-70302338	chr2	70301838	70302338	chr2:70528970-70529470	chr2	70528970	70529470	FAM136A|chr2:70301838-70302338	FAM136A|chr2:70528970-70529470	FAM136A	ENSG00000035141	WTC11	0.553361134	-0.853706778	-44.66388663	0.017577713	0.045827721	1.75777133	0.518908816	0.587813452	-0.943529111	-0.763884444	-48.10911844	-41.21865482	4.32E-192	1.50E-189	TRUE	2	0	chr2	70302089	70302090	promoter	FAM136A	FAM136A	FAM136A	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.08	0.17	0.35	0.78	0.94	1	1	1	NA	FAM136A	FAM136A_TSS	tss_random	"WTC11_Random_Screen_Crop_9966,WTC11_Random_Screen_Crop_9967,WTC11_Random_Screen_Crop_9968,WTC11_Random_Screen_Crop_9969,WTC11_Random_Screen_Crop_9970,WTC11_Random_Screen_Crop_9971,WTC11_Random_Screen_Crop_9972,WTC11_Random_Screen_Crop_9973,WTC11_Random_Screen_Crop_9974,WTC11_Random_Screen_Crop_9975,WTC11_Random_Screen_Crop_9976,WTC11_Random_Screen_Crop_9977,WTC11_Random_Screen_Crop_9978,WTC11_Random_Screen_Crop_9979,WTC11_Random_Screen_Crop_9980"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr2	70301343	70302338	FAM136A|chr2:70301343-70302338	Ubiq. expr. gene	1	0.005946309	0.994088841	0.278472666	0.007651007	0.973259791	NA
chr11:22829129-22830112	chr11	22829129	22830112	chr11:22850675-22851658	chr11	22850675	22851658	SVIP|chr11:22829129-22830112	SVIP|chr11:22850675-22851658	SVIP	ENSG00000198168	K562	0.508220278	-0.976474155	-49.17797221	0.013440595	0.038154085	1.344059507	0.481876712	0.534563844	-1.051256162	-0.901692148	-51.81232884	-46.54361557	3.66E-189	9.14E-186	TRUE	679	241.5	chr11	22830298	22830299	promoter	SVIP	SVIP	SVIP	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	0.06	0.13	0.23	0.76	0.98	1	1	1	NA	SVIP	SVIP_1_TSS_AND_SVIP_2_TSS_AND_SVIP_3_TSS	tss_pos	"K562_Random_Screen_Crop_5709,K562_Random_Screen_Crop_5710,K562_Random_Screen_Crop_5711,K562_Random_Screen_Crop_5712,K562_Random_Screen_Crop_5713,K562_Random_Screen_Crop_5714,K562_Random_Screen_Crop_5715,K562_Random_Screen_Crop_5716,K562_Random_Screen_Crop_5717,K562_Random_Screen_Crop_5718,K562_Random_Screen_Crop_5719,K562_Random_Screen_Crop_5720,K562_Random_Screen_Crop_5721,K562_Random_Screen_Crop_5722,K562_Random_Screen_Crop_5723,K562_Random_Screen_Crop_5724,K562_Random_Screen_Crop_5725,K562_Random_Screen_Crop_5726,K562_Random_Screen_Crop_5727,K562_Random_Screen_Crop_5728,K562_Random_Screen_Crop_5729,K562_Random_Screen_Crop_5730,K562_Random_Screen_Crop_5731,K562_Random_Screen_Crop_5732,K562_Random_Screen_Crop_5733,K562_Random_Screen_Crop_5734,K562_Random_Screen_Crop_5735,K562_Random_Screen_Crop_5736,K562_Random_Screen_Crop_5737,K562_Random_Screen_Crop_5738,K562_Random_Screen_Crop_5739,K562_Random_Screen_Crop_5740"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11	22829130	22830112	SVIP|chr11:22829130-22830112	Other gene	1	0.002987066	0.99702183	0.017408664	0.006201574	0.737335386	NA
chr2:85577240-85577740	chr2	85577240	85577740	chr2:85804363-85804863	chr2	85804363	85804863	VAMP8|chr2:85577240-85577740	VAMP8|chr2:85804363-85804863	VAMP8	ENSG00000118640	K562	0.393812747	-1.344418285	-60.61872528	0.018701598	0.068511503	1.870159829	0.357157615	0.43046788	-1.47870083	-1.210135739	-64.28423854	-56.95321201	6.99E-188	1.31E-184	TRUE	15928	0	chr2	85561562	85561563	promoter	VAMP8	VAMP8	VAMP8	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.02	0.05	0.12	0.43	0.77	0.98	1	1	NA	VAMP8	VAMP8_TSS	tss_random	"K562_Random_Screen_Crop_1943,K562_Random_Screen_Crop_1944,K562_Random_Screen_Crop_1945,K562_Random_Screen_Crop_1946,K562_Random_Screen_Crop_1947,K562_Random_Screen_Crop_1948,K562_Random_Screen_Crop_1949,K562_Random_Screen_Crop_1950,K562_Random_Screen_Crop_1951,K562_Random_Screen_Crop_1952,K562_Random_Screen_Crop_1953,K562_Random_Screen_Crop_1954,K562_Random_Screen_Crop_1955,K562_Random_Screen_Crop_1956,K562_Random_Screen_Crop_1957"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr2	85577241	85577740	VAMP8|chr2:85577241-85577740	Other gene	0.136872536	0.002987066	0.978642395	0.003880301	0.006201574	0.384878923	NA
chr11:66001828-66002328	chr11	66001828	66002328	chr11:65769299-65769799	chr11	65769299	65769799	BANF1|chr11:66001828-66002328	BANF1|chr11:65769299-65769799	BANF1	ENSG00000175334	WTC11	0.815566528	-0.294125529	-18.44334721	0.009437677	0.016694763	0.943767703	0.797068681	0.834064375	-0.326847264	-0.261403793	-20.2931319	-16.59356251	2.02E-185	6.63E-183	TRUE	150	0	chr11	66002079	66002080	promoter	"BANF1,EIF1AD"	"EIF1AD,BANF1"	"BANF1,EIF1AD"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.1	0.3	0.52	0.87	0.99	1	1	1	NA	BANF1	BANF1_TSS	tss_random	"WTC11_Random_Screen_Crop_4532,WTC11_Random_Screen_Crop_4533,WTC11_Random_Screen_Crop_4534,WTC11_Random_Screen_Crop_4535,WTC11_Random_Screen_Crop_4536,WTC11_Random_Screen_Crop_4537,WTC11_Random_Screen_Crop_4538,WTC11_Random_Screen_Crop_4539,WTC11_Random_Screen_Crop_4540,WTC11_Random_Screen_Crop_4541,WTC11_Random_Screen_Crop_4542,WTC11_Random_Screen_Crop_4543,WTC11_Random_Screen_Crop_4544,WTC11_Random_Screen_Crop_4545,WTC11_Random_Screen_Crop_4546"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr11	66001829	66002328	BANF1|chr11:66001829-66002328	Ubiq. expr. gene	1	0.005946309	0.994088841	0.035706256	0.007651007	0.823535754	NA
chr1:234373186-234373932	chr1	234373186	234373932	chr1:234508932-234509678	chr1	234508932	234509678	COA6|chr1:234373186-234373932	COA6|chr1:234508932-234509678	COA6	ENSG00000168275	K562	0.61444914	-0.702634496	-38.555086	0.015308732	0.035944117	1.530873182	0.584444026	0.644454254	-0.773084964	-0.632184028	-41.55559744	-35.55457457	4.98E-185	7.46E-182	TRUE	103	123	chr1	234373456	234373457	promoter	COA6	COA6	COA6	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.07	0.12	0.2	0.65	1	1	1	1	NA	COA6	COA6_TSS_1_AND_COA6_TSS_2	tss_random	"K562_Random_Screen_Crop_841,K562_Random_Screen_Crop_842,K562_Random_Screen_Crop_843,K562_Random_Screen_Crop_844,K562_Random_Screen_Crop_845,K562_Random_Screen_Crop_846,K562_Random_Screen_Crop_847,K562_Random_Screen_Crop_848,K562_Random_Screen_Crop_849,K562_Random_Screen_Crop_850,K562_Random_Screen_Crop_851,K562_Random_Screen_Crop_852,K562_Random_Screen_Crop_853,K562_Random_Screen_Crop_854,K562_Random_Screen_Crop_855,K562_Random_Screen_Crop_856,K562_Random_Screen_Crop_857,K562_Random_Screen_Crop_858,K562_Random_Screen_Crop_859,K562_Random_Screen_Crop_860,K562_Random_Screen_Crop_861"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr1	234373187	234373932	COA6|chr1:234373187-234373932	Other gene	1	0.002987066	0.99702183	0.042698291	0.006201574	0.873178098	NA
chr17:7627626-7628126	chr17	7627626	7628126	chr17:7530944-7531444	chr17	7530944	7531444	SAT2|chr17:7627626-7628126	SAT2|chr17:7530944-7531444	SAT2	ENSG00000141504	WTC11	0.581701591	-0.781648844	-41.82984088	0.018034835	0.044728718	1.803483451	0.546353316	0.617049867	-0.869317131	-0.693980558	-45.36466845	-38.29501332	3.86E-184	1.21E-181	TRUE	0	0	chr17	7627875	7627876	promoter	"SAT2,SHBG"	SAT2	"SHBG,SAT2"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.11	0.14	0.32	0.73	0.96	1	1	1	NA	SAT2	SAT2_TSS	tss_random	"WTC11_Random_Screen_Crop_6918,WTC11_Random_Screen_Crop_6919,WTC11_Random_Screen_Crop_6920,WTC11_Random_Screen_Crop_6921,WTC11_Random_Screen_Crop_6922,WTC11_Random_Screen_Crop_6923,WTC11_Random_Screen_Crop_6924,WTC11_Random_Screen_Crop_6925,WTC11_Random_Screen_Crop_6926,WTC11_Random_Screen_Crop_6927,WTC11_Random_Screen_Crop_6928,WTC11_Random_Screen_Crop_6929,WTC11_Random_Screen_Crop_6930,WTC11_Random_Screen_Crop_6931,WTC11_Random_Screen_Crop_6932"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr17	7627627	7628126	SAT2|chr17:7627627-7628126	Ubiq. expr. gene	1	0.005946309	0.994088841	1	0.007651007	0.992407087	NA
chr16:31094749-31095249	chr16	31094749	31095249	chr16:31106070-31106570	chr16	31106070	31106570	VKORC1|chr16:31094749-31095249	VKORC1|chr16:31106070-31106570	VKORC1	ENSG00000167397	WTC11	0.596638697	-0.745070543	-40.33613027	0.016725867	0.040443781	1.672586664	0.563855999	0.629421396	-0.824340354	-0.665800732	-43.61440013	-37.05786041	2.97E-178	8.88E-176	TRUE	981	0	chr16	31095979	31095980	promoter	"VKORC1,AC135050.2"	VKORC1	"VKORC1,AC135050.2"	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.08	0.1	0.23	0.65	0.98	1	1	1	NA	VKORC1	VKORC1_TSS	tss_random	"WTC11_Random_Screen_Crop_6252,WTC11_Random_Screen_Crop_6253,WTC11_Random_Screen_Crop_6254,WTC11_Random_Screen_Crop_6255,WTC11_Random_Screen_Crop_6256,WTC11_Random_Screen_Crop_6257,WTC11_Random_Screen_Crop_6258,WTC11_Random_Screen_Crop_6259,WTC11_Random_Screen_Crop_6260,WTC11_Random_Screen_Crop_6261,WTC11_Random_Screen_Crop_6262,WTC11_Random_Screen_Crop_6263,WTC11_Random_Screen_Crop_6264,WTC11_Random_Screen_Crop_6265,WTC11_Random_Screen_Crop_6266"	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr16	31094750	31095249	VKORC1|chr16:31094750-31095249	Other gene	1	0.005946309	0.994088841	0.014613116	0.007651007	0.656352653	NA
