intended_target_name_hg38	targeting_chr_hg38	targeting_start_hg38	targeting_end_hg38	intended_target_name_hg19	targeting_chr_hg19	targeting_start_hg19	targeting_end_hg19	element_gene_pair_identifier_hg38	element_gene_pair_identifier_hg19	gene_symbol	gene_id	cell_type	log_2_FC_effect_size	pct_change_effect_size	sceptre_p_value	sceptre_adj_p_value	significant	distance_to_gencode_gene_TSS	distance_to_abc_canonical_TSS	chrTSS_hg38	startTSS_hg38	endTSS_hg38	element_location	gencode_promoter_overlap	abc_tss_overlap	gencode_protein_coding_gene_body_overlap	DistalElement_Gene	DistalPromoter_Gene	selfPromoter	Positive_Control_DistalElement_Gene	Positive_Control_selfPromoter	Random_DistalElement_Gene	power_at_effect_size_2	power_at_effect_size_3	power_at_effect_size_5	power_at_effect_size_10	power_at_effect_size_15	power_at_effect_size_20	power_at_effect_size_25	power_at_effect_size_50	intended_positive_control_distal_element_target_gene	intended_positive_control_target_gene	design_file_target_name	design_file_type	guide_ids
chr7:100694113-100694682	chr7	100694113	100694682	chr7:100291736-100292305	chr7	100291736	100292305	FIS1|chr7:100694113-100694682	FIS1|chr7:100291736-100292305	FIS1	ENSG00000214253	K562	-0.009964981842498112	-0.688339919731539	0.288	0.7712217130771941	FALSE	603577	550692.5	chr7	101252315	101252316	promoter	GIGYF1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.09	0.19	0.38	0.85	1	1	1	1	NA	NA	chr7:100291736-100292305	enh	K562_Random_Screen_Crop_4455,K562_Random_Screen_Crop_4456,K562_Random_Screen_Crop_4457,K562_Random_Screen_Crop_4458,K562_Random_Screen_Crop_4459,K562_Random_Screen_Crop_4460,K562_Random_Screen_Crop_4461,K562_Random_Screen_Crop_4462,K562_Random_Screen_Crop_4463,K562_Random_Screen_Crop_4464,K562_Random_Screen_Crop_4465,K562_Random_Screen_Crop_4466,K562_Random_Screen_Crop_4467,K562_Random_Screen_Crop_4468,K562_Random_Screen_Crop_4469,K562_Random_Screen_Crop_4470,K562_Random_Screen_Crop_4471,K562_Random_Screen_Crop_4472,K562_Random_Screen_Crop_4473,K562_Random_Screen_Crop_4474,K562_Random_Screen_Crop_4475,K562_Random_Screen_Crop_4476,K562_Random_Screen_Crop_4477,K562_Random_Screen_Crop_4478,K562_Random_Screen_Crop_4479,K562_Random_Screen_Crop_4480,K562_Random_Screen_Crop_4481
chr7:100694113-100694682	chr7	100694113	100694682	chr7:100291736-100292305	chr7	100291736	100292305	GNB2|chr7:100694113-100694682	GNB2|chr7:100291736-100292305	GNB2	ENSG00000172354	K562	0.022489141265512404	1.5710415953392949	0.368	0.8196860879904876	FALSE	20830	20658.5	chr7	100673531	100673532	promoter	GIGYF1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.06	0.13	0.33	0.85	0.98	1	1	1	NA	NA	chr7:100291736-100292305	enh	K562_Random_Screen_Crop_4455,K562_Random_Screen_Crop_4456,K562_Random_Screen_Crop_4457,K562_Random_Screen_Crop_4458,K562_Random_Screen_Crop_4459,K562_Random_Screen_Crop_4460,K562_Random_Screen_Crop_4461,K562_Random_Screen_Crop_4462,K562_Random_Screen_Crop_4463,K562_Random_Screen_Crop_4464,K562_Random_Screen_Crop_4465,K562_Random_Screen_Crop_4466,K562_Random_Screen_Crop_4467,K562_Random_Screen_Crop_4468,K562_Random_Screen_Crop_4469,K562_Random_Screen_Crop_4470,K562_Random_Screen_Crop_4471,K562_Random_Screen_Crop_4472,K562_Random_Screen_Crop_4473,K562_Random_Screen_Crop_4474,K562_Random_Screen_Crop_4475,K562_Random_Screen_Crop_4476,K562_Random_Screen_Crop_4477,K562_Random_Screen_Crop_4478,K562_Random_Screen_Crop_4479,K562_Random_Screen_Crop_4480,K562_Random_Screen_Crop_4481
chr7:100694113-100694682	chr7	100694113	100694682	chr7:100291736-100292305	chr7	100291736	100292305	MOSPD3|chr7:100694113-100694682	MOSPD3|chr7:100291736-100292305	MOSPD3	ENSG00000106330	K562	-0.03022868379687619	-2.073493951826033	0.204	0.7112945556072592	FALSE	82295	81907.5	chr7	100612102	100612103	promoter	GIGYF1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.03	0.06	0.2	0.78	0.97	0.99	1	1	NA	NA	chr7:100291736-100292305	enh	K562_Random_Screen_Crop_4455,K562_Random_Screen_Crop_4456,K562_Random_Screen_Crop_4457,K562_Random_Screen_Crop_4458,K562_Random_Screen_Crop_4459,K562_Random_Screen_Crop_4460,K562_Random_Screen_Crop_4461,K562_Random_Screen_Crop_4462,K562_Random_Screen_Crop_4463,K562_Random_Screen_Crop_4464,K562_Random_Screen_Crop_4465,K562_Random_Screen_Crop_4466,K562_Random_Screen_Crop_4467,K562_Random_Screen_Crop_4468,K562_Random_Screen_Crop_4469,K562_Random_Screen_Crop_4470,K562_Random_Screen_Crop_4471,K562_Random_Screen_Crop_4472,K562_Random_Screen_Crop_4473,K562_Random_Screen_Crop_4474,K562_Random_Screen_Crop_4475,K562_Random_Screen_Crop_4476,K562_Random_Screen_Crop_4477,K562_Random_Screen_Crop_4478,K562_Random_Screen_Crop_4479,K562_Random_Screen_Crop_4480,K562_Random_Screen_Crop_4481
chr7:100694113-100694682	chr7	100694113	100694682	chr7:100291736-100292305	chr7	100291736	100292305	POLR2J|chr7:100694113-100694682	POLR2J|chr7:100291736-100292305	POLR2J	ENSG00000005075	K562	0.004666461598268372	0.323978148442138	0.46	0.865590155700653	FALSE	1827334	1784536.5	chr7	102478906	102478907	promoter	GIGYF1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.08	0.12	0.35	0.9	0.99	1	1	1	NA	NA	chr7:100291736-100292305	enh	K562_Random_Screen_Crop_4455,K562_Random_Screen_Crop_4456,K562_Random_Screen_Crop_4457,K562_Random_Screen_Crop_4458,K562_Random_Screen_Crop_4459,K562_Random_Screen_Crop_4460,K562_Random_Screen_Crop_4461,K562_Random_Screen_Crop_4462,K562_Random_Screen_Crop_4463,K562_Random_Screen_Crop_4464,K562_Random_Screen_Crop_4465,K562_Random_Screen_Crop_4466,K562_Random_Screen_Crop_4467,K562_Random_Screen_Crop_4468,K562_Random_Screen_Crop_4469,K562_Random_Screen_Crop_4470,K562_Random_Screen_Crop_4471,K562_Random_Screen_Crop_4472,K562_Random_Screen_Crop_4473,K562_Random_Screen_Crop_4474,K562_Random_Screen_Crop_4475,K562_Random_Screen_Crop_4476,K562_Random_Screen_Crop_4477,K562_Random_Screen_Crop_4478,K562_Random_Screen_Crop_4479,K562_Random_Screen_Crop_4480,K562_Random_Screen_Crop_4481
chr7:100694113-100694682	chr7	100694113	100694682	chr7:100291736-100292305	chr7	100291736	100292305	POLR2J3|chr7:100694113-100694682	POLR2J3|chr7:100291736-100292305	POLR2J3	ENSG00000285437	K562	-0.020869539904061908	-1.43615377285482	0.316	0.7819643328929987	FALSE	1921010	1878223.5	chr7	102572655	102572656	promoter	GIGYF1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.04	0.06	0.18	0.63	0.92	0.99	1	1	NA	NA	chr7:100291736-100292305	enh	K562_Random_Screen_Crop_4455,K562_Random_Screen_Crop_4456,K562_Random_Screen_Crop_4457,K562_Random_Screen_Crop_4458,K562_Random_Screen_Crop_4459,K562_Random_Screen_Crop_4460,K562_Random_Screen_Crop_4461,K562_Random_Screen_Crop_4462,K562_Random_Screen_Crop_4463,K562_Random_Screen_Crop_4464,K562_Random_Screen_Crop_4465,K562_Random_Screen_Crop_4466,K562_Random_Screen_Crop_4467,K562_Random_Screen_Crop_4468,K562_Random_Screen_Crop_4469,K562_Random_Screen_Crop_4470,K562_Random_Screen_Crop_4471,K562_Random_Screen_Crop_4472,K562_Random_Screen_Crop_4473,K562_Random_Screen_Crop_4474,K562_Random_Screen_Crop_4475,K562_Random_Screen_Crop_4476,K562_Random_Screen_Crop_4477,K562_Random_Screen_Crop_4478,K562_Random_Screen_Crop_4479,K562_Random_Screen_Crop_4480,K562_Random_Screen_Crop_4481
chr7:100694113-100694682	chr7	100694113	100694682	chr7:100291736-100292305	chr7	100291736	100292305	POP7|chr7:100694113-100694682	POP7|chr7:100291736-100292305	POP7	ENSG00000172336	K562	0.005374385156717253	0.373218724899282	0.472	0.8713220004927322	FALSE	11724	11654.5	chr7	100706053	100706054	promoter	GIGYF1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.06	0.11	0.21	0.76	0.99	1	1	1	NA	NA	chr7:100291736-100292305	enh	K562_Random_Screen_Crop_4455,K562_Random_Screen_Crop_4456,K562_Random_Screen_Crop_4457,K562_Random_Screen_Crop_4458,K562_Random_Screen_Crop_4459,K562_Random_Screen_Crop_4460,K562_Random_Screen_Crop_4461,K562_Random_Screen_Crop_4462,K562_Random_Screen_Crop_4463,K562_Random_Screen_Crop_4464,K562_Random_Screen_Crop_4465,K562_Random_Screen_Crop_4466,K562_Random_Screen_Crop_4467,K562_Random_Screen_Crop_4468,K562_Random_Screen_Crop_4469,K562_Random_Screen_Crop_4470,K562_Random_Screen_Crop_4471,K562_Random_Screen_Crop_4472,K562_Random_Screen_Crop_4473,K562_Random_Screen_Crop_4474,K562_Random_Screen_Crop_4475,K562_Random_Screen_Crop_4476,K562_Random_Screen_Crop_4477,K562_Random_Screen_Crop_4478,K562_Random_Screen_Crop_4479,K562_Random_Screen_Crop_4480,K562_Random_Screen_Crop_4481
chr7:100694113-100694682	chr7	100694113	100694682	chr7:100291736-100292305	chr7	100291736	100292305	PRKRIP1|chr7:100694113-100694682	PRKRIP1|chr7:100291736-100292305	PRKRIP1	ENSG00000128563	K562	0.005419921469548797	0.376386891622781	0.868	0.9843989707885576	FALSE	1712299	1701958.5	chr7	102363872	102363873	promoter	GIGYF1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.03	0.02	0.22	0.61	0.93	0.98	1	1	NA	NA	chr7:100291736-100292305	enh	K562_Random_Screen_Crop_4455,K562_Random_Screen_Crop_4456,K562_Random_Screen_Crop_4457,K562_Random_Screen_Crop_4458,K562_Random_Screen_Crop_4459,K562_Random_Screen_Crop_4460,K562_Random_Screen_Crop_4461,K562_Random_Screen_Crop_4462,K562_Random_Screen_Crop_4463,K562_Random_Screen_Crop_4464,K562_Random_Screen_Crop_4465,K562_Random_Screen_Crop_4466,K562_Random_Screen_Crop_4467,K562_Random_Screen_Crop_4468,K562_Random_Screen_Crop_4469,K562_Random_Screen_Crop_4470,K562_Random_Screen_Crop_4471,K562_Random_Screen_Crop_4472,K562_Random_Screen_Crop_4473,K562_Random_Screen_Crop_4474,K562_Random_Screen_Crop_4475,K562_Random_Screen_Crop_4476,K562_Random_Screen_Crop_4477,K562_Random_Screen_Crop_4478,K562_Random_Screen_Crop_4479,K562_Random_Screen_Crop_4480,K562_Random_Screen_Crop_4481
chr7:100694113-100694682	chr7	100694113	100694682	chr7:100291736-100292305	chr7	100291736	100292305	SRRT|chr7:100694113-100694682	SRRT|chr7:100291736-100292305	SRRT	ENSG00000087087	K562	-0.019328296762128487	-1.330800929425946	0.184	0.6907374749498998	FALSE	180705	180680.5	chr7	100875111	100875112	promoter	GIGYF1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.06	0.14	0.37	0.84	1	1	1	1	NA	NA	chr7:100291736-100292305	enh	K562_Random_Screen_Crop_4455,K562_Random_Screen_Crop_4456,K562_Random_Screen_Crop_4457,K562_Random_Screen_Crop_4458,K562_Random_Screen_Crop_4459,K562_Random_Screen_Crop_4460,K562_Random_Screen_Crop_4461,K562_Random_Screen_Crop_4462,K562_Random_Screen_Crop_4463,K562_Random_Screen_Crop_4464,K562_Random_Screen_Crop_4465,K562_Random_Screen_Crop_4466,K562_Random_Screen_Crop_4467,K562_Random_Screen_Crop_4468,K562_Random_Screen_Crop_4469,K562_Random_Screen_Crop_4470,K562_Random_Screen_Crop_4471,K562_Random_Screen_Crop_4472,K562_Random_Screen_Crop_4473,K562_Random_Screen_Crop_4474,K562_Random_Screen_Crop_4475,K562_Random_Screen_Crop_4476,K562_Random_Screen_Crop_4477,K562_Random_Screen_Crop_4478,K562_Random_Screen_Crop_4479,K562_Random_Screen_Crop_4480,K562_Random_Screen_Crop_4481
chr7:100694113-100694682	chr7	100694113	100694682	chr7:100291736-100292305	chr7	100291736	100292305	TFR2|chr7:100694113-100694682	TFR2|chr7:100291736-100292305	TFR2	ENSG00000106327	K562	0.035670399485758404	2.503303038088122	0.196	0.6993466666666667	FALSE	51618	52847.5	chr7	100642778	100642779	promoter	GIGYF1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.01	0.07	0.17	0.72	0.98	1	1	1	NA	NA	chr7:100291736-100292305	enh	K562_Random_Screen_Crop_4455,K562_Random_Screen_Crop_4456,K562_Random_Screen_Crop_4457,K562_Random_Screen_Crop_4458,K562_Random_Screen_Crop_4459,K562_Random_Screen_Crop_4460,K562_Random_Screen_Crop_4461,K562_Random_Screen_Crop_4462,K562_Random_Screen_Crop_4463,K562_Random_Screen_Crop_4464,K562_Random_Screen_Crop_4465,K562_Random_Screen_Crop_4466,K562_Random_Screen_Crop_4467,K562_Random_Screen_Crop_4468,K562_Random_Screen_Crop_4469,K562_Random_Screen_Crop_4470,K562_Random_Screen_Crop_4471,K562_Random_Screen_Crop_4472,K562_Random_Screen_Crop_4473,K562_Random_Screen_Crop_4474,K562_Random_Screen_Crop_4475,K562_Random_Screen_Crop_4476,K562_Random_Screen_Crop_4477,K562_Random_Screen_Crop_4478,K562_Random_Screen_Crop_4479,K562_Random_Screen_Crop_4480,K562_Random_Screen_Crop_4481
chr7:100694113-100694682	chr7	100694113	100694682	chr7:100291736-100292305	chr7	100291736	100292305	TRIP6|chr7:100694113-100694682	TRIP6|chr7:100291736-100292305	TRIP6	ENSG00000087077	K562	0.012147751435281167	0.845572907769076	0.608	0.9231497467071936	FALSE	172989	172929.5	chr7	100867138	100867139	promoter	GIGYF1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.05	0.12	0.34	0.91	1	1	1	1	NA	NA	chr7:100291736-100292305	enh	K562_Random_Screen_Crop_4455,K562_Random_Screen_Crop_4456,K562_Random_Screen_Crop_4457,K562_Random_Screen_Crop_4458,K562_Random_Screen_Crop_4459,K562_Random_Screen_Crop_4460,K562_Random_Screen_Crop_4461,K562_Random_Screen_Crop_4462,K562_Random_Screen_Crop_4463,K562_Random_Screen_Crop_4464,K562_Random_Screen_Crop_4465,K562_Random_Screen_Crop_4466,K562_Random_Screen_Crop_4467,K562_Random_Screen_Crop_4468,K562_Random_Screen_Crop_4469,K562_Random_Screen_Crop_4470,K562_Random_Screen_Crop_4471,K562_Random_Screen_Crop_4472,K562_Random_Screen_Crop_4473,K562_Random_Screen_Crop_4474,K562_Random_Screen_Crop_4475,K562_Random_Screen_Crop_4476,K562_Random_Screen_Crop_4477,K562_Random_Screen_Crop_4478,K562_Random_Screen_Crop_4479,K562_Random_Screen_Crop_4480,K562_Random_Screen_Crop_4481
chr7:100694113-100694682	chr7	100694113	100694682	chr7:100291736-100292305	chr7	100291736	100292305	ZNHIT1|chr7:100694113-100694682	ZNHIT1|chr7:100291736-100292305	ZNHIT1	ENSG00000106400	K562	0.01293795103503289	0.9008236410496411	0.876	0.9846786678667868	FALSE	569426	523305.5	chr7	101217668	101217669	promoter	GIGYF1	NA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.07	0.12	0.3	0.82	1	1	1	1	NA	NA	chr7:100291736-100292305	enh	K562_Random_Screen_Crop_4455,K562_Random_Screen_Crop_4456,K562_Random_Screen_Crop_4457,K562_Random_Screen_Crop_4458,K562_Random_Screen_Crop_4459,K562_Random_Screen_Crop_4460,K562_Random_Screen_Crop_4461,K562_Random_Screen_Crop_4462,K562_Random_Screen_Crop_4463,K562_Random_Screen_Crop_4464,K562_Random_Screen_Crop_4465,K562_Random_Screen_Crop_4466,K562_Random_Screen_Crop_4467,K562_Random_Screen_Crop_4468,K562_Random_Screen_Crop_4469,K562_Random_Screen_Crop_4470,K562_Random_Screen_Crop_4471,K562_Random_Screen_Crop_4472,K562_Random_Screen_Crop_4473,K562_Random_Screen_Crop_4474,K562_Random_Screen_Crop_4475,K562_Random_Screen_Crop_4476,K562_Random_Screen_Crop_4477,K562_Random_Screen_Crop_4478,K562_Random_Screen_Crop_4479,K562_Random_Screen_Crop_4480,K562_Random_Screen_Crop_4481
chr7:100705802-100706302	chr7	100705802	100706302	chr7:100303425-100303925	chr7	100303425	100303925	AP1S1|chr7:100705802-100706302	AP1S1|chr7:100303425-100303925	AP1S1	ENSG00000106367	K562	-0.019514488775031157	-1.343534203488261	0.288	0.7712217130771941	FALSE	494062	448352	chr7	101154397	101154398	promoter	POP7	POP7	POP7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.06	0.07	0.13	0.43	0.73	0.96	1	1	NA	POP7	POP7_TSS	tss_random	K562_Random_Screen_Crop_4482,K562_Random_Screen_Crop_4483,K562_Random_Screen_Crop_4484,K562_Random_Screen_Crop_4485,K562_Random_Screen_Crop_4486,K562_Random_Screen_Crop_4487,K562_Random_Screen_Crop_4488,K562_Random_Screen_Crop_4489,K562_Random_Screen_Crop_4490,K562_Random_Screen_Crop_4491,K562_Random_Screen_Crop_4492,K562_Random_Screen_Crop_4493,K562_Random_Screen_Crop_4494,K562_Random_Screen_Crop_4495,K562_Random_Screen_Crop_4496
chr7:100705802-100706302	chr7	100705802	100706302	chr7:100303425-100303925	chr7	100303425	100303925	CUX1|chr7:100705802-100706302	CUX1|chr7:100303425-100303925	CUX1	ENSG00000257923	K562	0.02131481724384679	1.488398500850696	0.648	0.9337430769230768	FALSE	1155509	1109851	chr7	101815904	101815905	promoter	POP7	POP7	POP7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.03	0.01	0.08	0.37	0.72	0.93	1	1	NA	POP7	POP7_TSS	tss_random	K562_Random_Screen_Crop_4482,K562_Random_Screen_Crop_4483,K562_Random_Screen_Crop_4484,K562_Random_Screen_Crop_4485,K562_Random_Screen_Crop_4486,K562_Random_Screen_Crop_4487,K562_Random_Screen_Crop_4488,K562_Random_Screen_Crop_4489,K562_Random_Screen_Crop_4490,K562_Random_Screen_Crop_4491,K562_Random_Screen_Crop_4492,K562_Random_Screen_Crop_4493,K562_Random_Screen_Crop_4494,K562_Random_Screen_Crop_4495,K562_Random_Screen_Crop_4496
chr7:100705802-100706302	chr7	100705802	100706302	chr7:100303425-100303925	chr7	100303425	100303925	FIS1|chr7:100705802-100706302	FIS1|chr7:100303425-100303925	FIS1	ENSG00000214253	K562	0.006052252711516972	0.42039136607776495	0.916	0.9886074860174962	FALSE	591922	539038	chr7	101252315	101252316	promoter	POP7	POP7	POP7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.03	0.05	0.18	0.51	0.92	0.97	1	1	NA	POP7	POP7_TSS	tss_random	K562_Random_Screen_Crop_4482,K562_Random_Screen_Crop_4483,K562_Random_Screen_Crop_4484,K562_Random_Screen_Crop_4485,K562_Random_Screen_Crop_4486,K562_Random_Screen_Crop_4487,K562_Random_Screen_Crop_4488,K562_Random_Screen_Crop_4489,K562_Random_Screen_Crop_4490,K562_Random_Screen_Crop_4491,K562_Random_Screen_Crop_4492,K562_Random_Screen_Crop_4493,K562_Random_Screen_Crop_4494,K562_Random_Screen_Crop_4495,K562_Random_Screen_Crop_4496
chr7:100705802-100706302	chr7	100705802	100706302	chr7:100303425-100303925	chr7	100303425	100303925	GNB2|chr7:100705802-100706302	GNB2|chr7:100303425-100303925	GNB2	ENSG00000172354	K562	0.0190236934616284	1.327354107067324	0.884	0.9871552906110282	FALSE	32485	32313	chr7	100673531	100673532	promoter	POP7	POP7	POP7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.08	0.07	0.13	0.58	0.87	1	1	1	NA	POP7	POP7_TSS	tss_random	K562_Random_Screen_Crop_4482,K562_Random_Screen_Crop_4483,K562_Random_Screen_Crop_4484,K562_Random_Screen_Crop_4485,K562_Random_Screen_Crop_4486,K562_Random_Screen_Crop_4487,K562_Random_Screen_Crop_4488,K562_Random_Screen_Crop_4489,K562_Random_Screen_Crop_4490,K562_Random_Screen_Crop_4491,K562_Random_Screen_Crop_4492,K562_Random_Screen_Crop_4493,K562_Random_Screen_Crop_4494,K562_Random_Screen_Crop_4495,K562_Random_Screen_Crop_4496
chr7:100705802-100706302	chr7	100705802	100706302	chr7:100303425-100303925	chr7	100303425	100303925	MOSPD3|chr7:100705802-100706302	MOSPD3|chr7:100303425-100303925	MOSPD3	ENSG00000106330	K562	0.008492352431023087	0.59038093361583	0.976	0.9951402629082532	FALSE	93950	93562	chr7	100612102	100612103	promoter	POP7	POP7	POP7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	0.03	0.25	0.65	0.92	0.98	1	NA	POP7	POP7_TSS	tss_random	K562_Random_Screen_Crop_4482,K562_Random_Screen_Crop_4483,K562_Random_Screen_Crop_4484,K562_Random_Screen_Crop_4485,K562_Random_Screen_Crop_4486,K562_Random_Screen_Crop_4487,K562_Random_Screen_Crop_4488,K562_Random_Screen_Crop_4489,K562_Random_Screen_Crop_4490,K562_Random_Screen_Crop_4491,K562_Random_Screen_Crop_4492,K562_Random_Screen_Crop_4493,K562_Random_Screen_Crop_4494,K562_Random_Screen_Crop_4495,K562_Random_Screen_Crop_4496
chr7:100705802-100706302	chr7	100705802	100706302	chr7:100303425-100303925	chr7	100303425	100303925	POLR2J|chr7:100705802-100706302	POLR2J|chr7:100303425-100303925	POLR2J	ENSG00000005075	K562	0.011351916657107946	0.789958741231955	0.928	0.9913749643570005	FALSE	1815679	1772882	chr7	102478906	102478907	promoter	POP7	POP7	POP7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.08	0.13	0.2	0.51	0.94	1	1	1	NA	POP7	POP7_TSS	tss_random	K562_Random_Screen_Crop_4482,K562_Random_Screen_Crop_4483,K562_Random_Screen_Crop_4484,K562_Random_Screen_Crop_4485,K562_Random_Screen_Crop_4486,K562_Random_Screen_Crop_4487,K562_Random_Screen_Crop_4488,K562_Random_Screen_Crop_4489,K562_Random_Screen_Crop_4490,K562_Random_Screen_Crop_4491,K562_Random_Screen_Crop_4492,K562_Random_Screen_Crop_4493,K562_Random_Screen_Crop_4494,K562_Random_Screen_Crop_4495,K562_Random_Screen_Crop_4496
chr7:100705802-100706302	chr7	100705802	100706302	chr7:100303425-100303925	chr7	100303425	100303925	POLR2J3|chr7:100705802-100706302	POLR2J3|chr7:100303425-100303925	POLR2J3	ENSG00000285437	K562	0.017477456524310864	1.218812687794823	0.772	0.9616950955943474	FALSE	1909355	1866569	chr7	102572655	102572656	promoter	POP7	POP7	POP7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0.01	0.05	0.19	0.61	0.74	0.98	1	NA	POP7	POP7_TSS	tss_random	K562_Random_Screen_Crop_4482,K562_Random_Screen_Crop_4483,K562_Random_Screen_Crop_4484,K562_Random_Screen_Crop_4485,K562_Random_Screen_Crop_4486,K562_Random_Screen_Crop_4487,K562_Random_Screen_Crop_4488,K562_Random_Screen_Crop_4489,K562_Random_Screen_Crop_4490,K562_Random_Screen_Crop_4491,K562_Random_Screen_Crop_4492,K562_Random_Screen_Crop_4493,K562_Random_Screen_Crop_4494,K562_Random_Screen_Crop_4495,K562_Random_Screen_Crop_4496
chr7:100705802-100706302	chr7	100705802	100706302	chr7:100303425-100303925	chr7	100303425	100303925	POP7|chr7:100705802-100706302	POP7|chr7:100303425-100303925	POP7	ENSG00000172336	K562	-0.5377464269032273	-31.115391346464804	6.974325497914567e-69	1.93550447984718e-66	TRUE	69	0	chr7	100706053	100706054	promoter	POP7	POP7	POP7	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0.06	0.02	0.08	0.47	0.85	0.97	1	1	NA	POP7	POP7_TSS	tss_random	K562_Random_Screen_Crop_4482,K562_Random_Screen_Crop_4483,K562_Random_Screen_Crop_4484,K562_Random_Screen_Crop_4485,K562_Random_Screen_Crop_4486,K562_Random_Screen_Crop_4487,K562_Random_Screen_Crop_4488,K562_Random_Screen_Crop_4489,K562_Random_Screen_Crop_4490,K562_Random_Screen_Crop_4491,K562_Random_Screen_Crop_4492,K562_Random_Screen_Crop_4493,K562_Random_Screen_Crop_4494,K562_Random_Screen_Crop_4495,K562_Random_Screen_Crop_4496
chr7:100705802-100706302	chr7	100705802	100706302	chr7:100303425-100303925	chr7	100303425	100303925	PRKRIP1|chr7:100705802-100706302	PRKRIP1|chr7:100303425-100303925	PRKRIP1	ENSG00000128563	K562	0.05325978416518419	3.7606760205195933	0.384	0.8244446991404012	FALSE	1700644	1690304	chr7	102363872	102363873	promoter	POP7	POP7	POP7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.01	0.05	0.04	0.23	0.6	0.85	0.96	1	NA	POP7	POP7_TSS	tss_random	K562_Random_Screen_Crop_4482,K562_Random_Screen_Crop_4483,K562_Random_Screen_Crop_4484,K562_Random_Screen_Crop_4485,K562_Random_Screen_Crop_4486,K562_Random_Screen_Crop_4487,K562_Random_Screen_Crop_4488,K562_Random_Screen_Crop_4489,K562_Random_Screen_Crop_4490,K562_Random_Screen_Crop_4491,K562_Random_Screen_Crop_4492,K562_Random_Screen_Crop_4493,K562_Random_Screen_Crop_4494,K562_Random_Screen_Crop_4495,K562_Random_Screen_Crop_4496
chr7:100705802-100706302	chr7	100705802	100706302	chr7:100303425-100303925	chr7	100303425	100303925	SRRT|chr7:100705802-100706302	SRRT|chr7:100303425-100303925	SRRT	ENSG00000087087	K562	-0.009429613839222981	-0.651479633981277	0.62	0.9278330337527462	FALSE	169050	169026	chr7	100875111	100875112	promoter	POP7	POP7	POP7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.06	0.02	0.1	0.48	0.81	0.97	1	1	NA	POP7	POP7_TSS	tss_random	K562_Random_Screen_Crop_4482,K562_Random_Screen_Crop_4483,K562_Random_Screen_Crop_4484,K562_Random_Screen_Crop_4485,K562_Random_Screen_Crop_4486,K562_Random_Screen_Crop_4487,K562_Random_Screen_Crop_4488,K562_Random_Screen_Crop_4489,K562_Random_Screen_Crop_4490,K562_Random_Screen_Crop_4491,K562_Random_Screen_Crop_4492,K562_Random_Screen_Crop_4493,K562_Random_Screen_Crop_4494,K562_Random_Screen_Crop_4495,K562_Random_Screen_Crop_4496
chr7:100705802-100706302	chr7	100705802	100706302	chr7:100303425-100303925	chr7	100303425	100303925	TFR2|chr7:100705802-100706302	TFR2|chr7:100303425-100303925	TFR2	ENSG00000106327	K562	-0.017662184903665824	-1.216785922393581	0.864	0.982688524590164	FALSE	63273	64502	chr7	100642778	100642779	promoter	POP7	POP7	POP7	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.03	0.03	0.08	0.31	0.69	0.98	1	1	NA	POP7	POP7_TSS	tss_random	K562_Random_Screen_Crop_4482,K562_Random_Screen_Crop_4483,K562_Random_Screen_Crop_4484,K562_Random_Screen_Crop_4485,K562_Random_Screen_Crop_4486,K562_Random_Screen_Crop_4487,K562_Random_Screen_Crop_4488,K562_Random_Screen_Crop_4489,K562_Random_Screen_Crop_4490,K562_Random_Screen_Crop_4491,K562_Random_Screen_Crop_4492,K562_Random_Screen_Crop_4493,K562_Random_Screen_Crop_4494,K562_Random_Screen_Crop_4495,K562_Random_Screen_Crop_4496
